Numero Zucchetta,Name of Bridge,Bridge Code,Year Constructed,Crossing River,Segment Code,Number of Islands on the North Side,Number of Islands on the South Side,Northern District,Southern Districts,Private,Civic,Civic Letter,Numero Campate,Arc Style Code,Arc Style,Construction Material Code,Construction Material,Decorations,Handicapped Accessible,Additional Handrail,Number of Steps North,Number of Steps South,Total Number of Steps,Height,Codice Materiale Alzata,Materiale Alzata,Pedata,Codice Materiale Pedata,Material Paving Steps,Minimum Step Width,Superficie Gradino Tipo (Min),Superficie Totale Gradini,Ipotenusa N,Ipotenusa S,Cateto N,Cateto S,Inclination N,Inclination S,Maximum Inclination,Summit Width,Summit Length,Area of Summit,Material Code of Summit,Flooring Material at Summit,Condition of Pavement at Summit,Description of the Condition of Pavement at Summit,Area of Pavement,Codice Tipologia Spalletta,Tipologia spalletta,Codice Materiale Spalletta,Materiale Spalletta,Larghezza Spalletta Est,Larghezza Spalletta Ovest,Larghezza Media Spallette,Altezza Media Spalletta,Width of River,Sporgenza N,Sporgenza S,Effective Lighting,Tide Level,Water Altitude,Freccia N1,Freccia C,Freccia S1,Freccia Minima,Freccia Media,Spessore N2,Spessore N1,Spessore C,Spessore S1,Spessore S2,Spessore Minimo,Photo Number of Arc,Photo Number of Ramp,Numero Foto Punto Quotato,H-N1,H-C,H-S1,SE-N2,SE-N1,SE-C,SE-S1,SE-S2,SI-N2,SI-N1,SI-C,SI-S1,SI-S2,Overall Width,Note:
91,Ponte de la Corona,CORONA,0,Rio de S. Zaninovo e del Remedio,ZANI,79,93,CS,CS,No,,,1,7,Sesto Super Ribassato,6,Metallo,,No,No,6,6,12,12.5,2,Pietra d'Istria,45,27,Asfalto e Cemento,1.19,0.54,5.36,2.8,2.8,0,0,0,0,0,2.65,4.9,12.99,8,Asfalto,1,Cattive,18.34,3,Vuoto Decorato,6,Metallo,7,7,7,,3.68,,,,,,0,0,0,,,,,,,,,C9,C11,,,,,,,,,,,,,,,2.9,Rio in secca.
92,Ponte Storto,STORT6,0,Rio de S. Zaninovo e del Remedio,ZANI,72,93,CS,CS,No,,,1,1,A tutto Sesto,14,Mattoni e Pietra d'Istria,,No,Yes,10,9,19,14,2,Pietra d'Istria,40,3,Trachite,1.35,0.54,9.18,4.95,3.85,0,0,0,0,0,1.55,4.7,7.29,3,Trachite,3,Buone,16.47,3,Vuoto Decorato,6,Metallo,3.5,3.5,3.5,100.4,4,,,,,,0,0,0,,,,,,,,,C10,C8,,,,,,,,,,1.07,1.09,0.95,0.95,0.96,2.03,"Rio in secca, ponte coperto da impalcature"
93,Ponte Privato và al civico 4429,ZANI_P1,0,Rio de S. Zaninovo e del Remedio,ZANI,79,93,CS,CS,Yes,4429,,1,6,Sesto Ribassato,14,Mattoni e Pietra d'Istria,,No,No,7,3,10,17,2,Pietra d'Istria,33,8,Asfalto,1.85,0.61,4.88,0.96,2.45,0,0,0,0,0,1.85,1.55,2.87,8,Asfalto,1,Cattive,7.75,3,Vuoto Decorato,6,Metallo,3.5,3.5,3.5,94.8,4.23,0,0,4.23,,,0,0,0,,,,,,,,,,,,,,,,,,,,0.87,0.99,0.9,1,0.98,2.31,"Rio in secca, ponte coperto da impalcature"
94,Ponte Privato và al civico 4428,ZANI_P2,0,Rio de S. Zaninovo e del Remedio,ZANI,79,93,CS,CS,Yes,4428,,1,6,Sesto Ribassato,14,Mattoni e Pietra d'Istria,,No,No,5,7,12,16,2,Pietra d'Istria,30,2,Pietra d'Istria,1.51,0.45,4.53,1.3,2.35,0,0,0,0,0,1.51,1.73,2.61,2,Pietra d'Istria,1,Cattive,7.14,3,Vuoto Decorato,6,Metallo,4,4,4,67.2,3.56,0,0,3.56,,,0,0,0,,,,,,,,,,,,,,,,,,,,0,0.84,0.73,0.84,0.95,1.58,"Rio in secca, ponte coperto da impalcature"
95,Ponte Privato và al civico 4428/A,ZANI_P3,0,Rio de S. Zaninovo e del Remedio,ZANI,79,93,CS,CS,Yes,4428,A,1,2,Piano,6,Metallo,,No,No,0,6,6,19,6,Metallo,25,4,Legno,1.35,0.34,1.35,,1.95,0,0,0,0,0,1.33,2.92,3.88,4,Legno,2,Medie,5.23,3,Vuoto Decorato,6,Metallo,5.5,5.5,5.5,78.8,3.43,0,0,3.43,,,0,0,0,,,,,,,,,,,,,,,,,,,,0,0.98,0.98,0.98,1,1.48,"Rio in secca, ponte coperto da impalcature"
96,Ponte Pasqualigo,PASQUA,0,,ZANI,79,93,CS,CS,No,,,1,6,Sesto Ribassato,14,Mattoni e Pietra d'Istria,3 scudi Ovest,No,No,0,9,9,13,2,Pietra d'Istria,45,3,Trachite,1.4,0.63,4.41,4.35,0,0,0,0,0,0,3.8,7.37,28.01,3,Trachite,3,Buone,32.42,3,Vuoto Decorato,6,Metallo,3.5,3.5,3.5,92.4,4.19,0,1.09,4.1791,0.26,,0,0,0,1.99,2.15,1.4,0.67,0.43,0.51,0.94,43,C6,C7,,3.31,3.35,3.35,2.35,1.58,1.33,1.43,1.88,0.95,0.91,0.9,0.92,0.94,4.38,
97,Ponte Avogadro,AVOGAD,0,Rio de S.M. Formosa,FORM01,74,79,CS,CS,No,,,1,6,Sesto Ribassato,14,Mattoni e Pietra d'Istria,3 scudi,No,No,0,4,4,13,2,Pietra d'Istria,50,3,Trachite,1.63,0.82,1.63,,2.25,0,0,0,0,0,3.3,7.08,23.36,3,Trachite,3,Buone,24.99,3,Vuoto Decorato,6,Metallo,4,4,4,88.2,7.91,50,30,7.11,0.22,,0,0,0,2.14,2.24,0.51,0.34,0.36,0.51,0.68,34,C4,C2,,3.3,3.29,3.31,1.41,1.22,1.22,1.39,1.57,0.9,0.88,0.86,0.88,0.89,3.9,
98,Ponte Querini,QUERIN,0,Rio de S.M. Formosa,FORM,74,79,CS,CS,No,,,1,6,Sesto Ribassato,14,Mattoni e Pietra d'Istria,,No,No,7,12,19,14,2,Pietra d'Istria,44.5,3,Trachite,1.03,0.46,7.79,3.3,7.3,0,0,0,0,0,1.96,3.99,7.82,3,Trachite,3,Buone,15.61,3,Vuoto Decorato,6,Metallo,3.5,3.5,3.5,101.8,7.31,0,0,7.31,0.23,,0,0,0,2.47,2.54,0.78,0.64,0.49,0.62,0.83,49,C1,B36,,3.87,3.86,3.82,1.9,1.6,1.45,1.58,1.92,1.12,0.96,0.96,0.96,1.09,2.47,
99,Ponte Privato Fond. Sc. Querini Stampalia,FORM_P1,0,Rio de S.M. Formosa,FORM,74,79,CS,CS,Yes,,,1,7,Sesto Super Ribassato,17,Legno e Metallo,,No,Yes,4,5,9,14,17,Legno e Metallo,50,4,Legno,1.5,0.75,5.25,2.25,2.6,0,0,0,0,0,1.5,4.33,6.5,4,Legno,0,Pessime,11.75,6,Vuoto con pilastri,17,Legno e Metallo,12.5,12.5,12.5,95.4,6.89,0,0,6.89,0.23,,0,0,0,2.33,2.37,0.33,0.23,0.17,0.21,0.39,17,C5,C3,,3.26,3.26,3.26,1.34,1.16,1.08,1.13,1.39,1.01,0.93,0.91,0.92,1,1.72,
100,Ponte Privato và al civico 5252,FORM_P2,0,Rio de S.M. Formosa,FORM,74,79,CS,CS,Yes,5252,,1,6,Sesto Ribassato,15,"Mattoni, Intonaco e Pietra d'Istria",,No,No,7,3,10,17,2,Pietra d'Istria,33,2,Pietra d'Istria,1.74,0.57,4.59,4.6,1.28,0,0,0,0,0,1.74,3.36,5.85,3,Trachite,2,Medie,10.44,1,Piena,15,"Mattoni, Intonaco e Pietra d'Istria",34,34,34,84.8,5.62,0,15,5.47,0.35,,0,0,0,2.38,2.49,0.98,0.62,0.3,0.42,0.46,30,A24,A23,,3.35,3.34,3.33,1.83,1.32,1.04,1.25,1.58,0.85,0.7,0.74,0.83,1.12,2.37,"Spalletta est danneggiata, spallette imbrattate."
101,Ponte Privato và al civico 5251,FORM_P3,0,Rio de S.M. Formosa,FORM,74,79,CS,CS,Yes,5251,,1,6,Sesto Ribassato,14,Mattoni e Pietra d'Istria,,No,No,9,3,12,16,2,Pietra d'Istria,29.5,2,Pietra d'Istria,1.54,0.45,4.54,7.5,1,0,0,0,0,0,1.54,2.9,4.47,3,Trachite,2,Medie,9.01,1,Piena,14,Mattoni e Pietra d'Istria,28,28,28,91.8,6.79,0,0,6.79,0.3,,0,0,0,2.49,2.58,0.75,0.55,0.38,0.53,0.61,38,A25,A22,,3.61,3.62,3.6,1.73,1.39,1.2,1.41,1.68,0.98,0.84,0.82,0.88,1.07,2.11,A nord cancello in metallo decorato.
102,Ponte Privato và al civico 5250,FORM_P4,0,Rio de S.M. Formosa,FORM,74,79,CS,CS,Yes,5250,,1,6,Sesto Ribassato,14,Mattoni e Pietra d'Istria,,No,No,8,6,14,16,2,Pietra d'Istria,33.5,2,Pietra d'Istria,1.9,0.64,7.64,3,2,0,0,0,0,0,1.91,1,1.91,2,Pietra d'Istria,3,Buone,9.55,3,Vuoto Decorato,2,Pietra d'Istria,16.5,16.5,16.5,96,6.81,20,15,6.46,0.35,,0,0,0,2.3,2.39,0.57,0.46,0.31,0.51,0.57,31,A20,A21,,3.4,3.41,3.38,1.57,1.4,1.25,1.43,1.57,1,0.94,0.94,0.92,1,2.34,A nord cancello in metallo decorato.
103,Ponte de Ruga Giuffa,GIUFFA,0,Rio de S.M. Formosa,FORM,74,79,CS,CS,No,,,1,6,Sesto Ribassato,15,"Mattoni, Intonaco e Pietra d'Istria",,No,Yes,11,13,24,13,2,Pietra d'Istria,50,3,Trachite,1.94,0.97,21.34,5.65,6.8,0,0,0,0,0,2.85,3.07,8.75,3,Trachite,3,Buone,30.09,3,Vuoto Decorato,6,Metallo,4,4,4,87.2,5.9,20,0,5.7,0.31,,0,0,0,2.6,2.7,0.96,0.68,0.51,0.61,0.88,51,A18,A19,,3.84,3.84,3.88,1.83,1.55,1.36,1.48,1.78,0.87,0.87,0.85,0.87,0.9,3.4,
104,Ponte Privato và al civico 4425,MOND2_P1,0,Rio del Mondo Novo,MOND2,74,78,CS,CS,Yes,4425,,1,6,Sesto Ribassato,15,"Mattoni, Intonaco e Pietra d'Istria",,No,No,4,4,8,16,2,Pietra d'Istria,50,8,Asfalto,2.37,1.19,7.11,3.3,2.1,0,0,0,0,0,2.37,3.37,7.99,8,Asfalto,2,Medie,15.1,1,Piena,15,"Mattoni, Intonaco e Pietra d'Istria",21,21,21,83,7.63,0,0,7.63,0.36,,0,0,0,2.21,2.25,0.54,0.47,0.39,0.48,0.54,39,A27,A26,,3.13,3.13,3.13,1.42,1.28,1.17,1.28,1.42,0.88,0.81,0.78,0.8,0.88,2.82,Sul lato nord e' presente un cancello metallico decorato.
105,Ponte de le Bande o de S. Barb,BANDE,0,Rio del Mondo Novo,MOND2,74,78,CS,CS,No,,,1,6,Sesto Ribassato,15,"Mattoni, Intonaco e Pietra d'Istria",,No,No,12,12,24,12.5,2,Pietra d'Istria,50,3,Trachite,1.87,0.94,20.57,7.3,7.45,0,0,0,0,0,1.87,3.49,6.53,3,Trachite,3,Buone,27.1,3,Vuoto Decorato,6,Metallo,4,4,4,91,8.65,40,2.4,8.226,0.36,,0,0,0,2.49,2.54,0.53,0.51,0.46,0.53,0.58,46,A28,A29,,3.58,3.57,3.53,1.5,1.39,1.34,1.4,1.53,0.97,0.88,0.88,0.87,0.95,2.46,
106,Ponte del Mondo Novo,MONDON,0,Rio del Mondo Novo,MOND2,74,78,CS,CS,No,,,1,6,Sesto Ribassato,15,"Mattoni, Intonaco e Pietra d'Istria",,No,No,11,11,22,12,2,Pietra d'Istria,49,3,Trachite,1.69,0.83,16.56,6.6,6.2,0,0,0,0,0,3.18,3.67,11.67,3,Trachite,3,Buone,28.23,3,Vuoto Decorato,6,Metallo,4,4,4,94.4,9.73,30,0,9.43,0.36,,0,0,0,2.49,2.55,0.61,0.54,0.54,0.64,0.76,54,A32,A30,,3.65,3.65,3.67,1.62,1.44,1.42,1.54,1.79,1.01,0.9,0.88,0.9,1.03,3.8,
107,Ponte del Paradiso,PARAD2,0,Rio del Mondo Novo,MOND2,73,78,CS,CS,No,,,1,6,Sesto Ribassato,14,Mattoni e Pietra d'Istria,,No,No,9,10,19,13.5,2,Pietra d'Istria,41.5,3,Trachite,2.96,1.23,20.88,3.95,5.8,0,0,0,0,0,3.04,2.6,7.9,3,Trachite,3,Buone,28.79,1,Piena,14,Mattoni e Pietra d'Istria,27.5,27.5,27.5,85.8,5.76,25,25,5.26,0.36,,0,0,0,2.17,2.25,0.82,0.6,0.44,0.55,0.7,44,A31,A33,,3.25,3.27,3.24,1.7,1.44,1.25,1.4,1.61,0.88,0.84,0.81,0.85,0.91,3.6,
108,Ponte Marcello,MARCEL,0,Rio del Piombo,PIOM1,72,73,CS,CS,No,,,1,6,Sesto Ribassato,15,"Mattoni, Intonaco e Pietra d'Istria",,No,No,11,12,23,10,2,Pietra d'Istria,45.5,8,Asfalto,2.51,1.14,23.98,7.2,6.8,0,0,0,0,0,2.8,3,8.4,8,Asfalto,2,Medie,32.38,3,Vuoto Decorato,6,Metallo,4,4,4,,3.12,0,0,3.12,0.19,,0,0,0,2.14,2.37,,0.48,0.25,0.68,,,B11,B3,,3.56,3.53,3.51,,1.39,1.1,1.56,,,0.91,0.85,0.88,,3.42,
109,Ponte Privato và al civico 5964,PIOM2_P1,0,Rio del Piombo,PIOM2,72,78,CS,CS,Yes,5964,,1,2,Piano,23,"Metallo, Pietra d'Istria e Mattoni",,No,No,3,8,11,13,2,Pietra d'Istria,28,2,Pietra d'Istria,1,0.28,2.52,1.05,2.45,0,0,0,0,0,1.16,2.5,2.9,8,Asfalto,2,Medie,5.42,3,Vuoto Decorato,6,Metallo,3,3,3,56,1.86,0,0,1.86,-0.01,,0,0,0,1.86,1.9,0,0.22,0.13,0.11,0,0,B9,B10,,3,3,3,0,1.13,1.09,1.04,0,0,0.91,0.96,0.93,0,1.02,
110,Ponte Privato và al civico 5681,PIOM2_P2,0,Rio del Piombo,PIOM2,72,78,CS,CS,Yes,5681,,1,7,Sesto Super Ribassato,23,"Metallo, Pietra d'Istria e Mattoni",,No,No,4,7,11,14,2,Pietra d'Istria,29,2,Pietra d'Istria,1.1,0.32,2.87,1.3,2.3,0,0,0,0,0,1.1,3.78,4.16,2,Pietra d'Istria,3,Buone,7.03,3,Vuoto Decorato,6,Metallo,3.5,3.5,3.5,,3.58,0,0,3.58,0.02,,0,0,0,1.88,1.9,,0.19,0.17,0.19,,,B6,B12,,2.86,2.88,2.85,,0.98,0.97,0.99,,,0.79,0.8,0.8,,1.18,
111,Ponte Privato và al civico 5671,PIOM2_P3,0,Rio del Piombo,PIOM2,72,78,CS,CS,Yes,5671,,1,2,Piano,23,"Metallo, Pietra d'Istria e Mattoni",,No,No,0,7,7,15,2,Pietra d'Istria,25,2,Pietra d'Istria,1.16,0.29,1.45,,2.16,0,0,0,0,0,1.16,5.04,5.85,10,Calcestruzzo,2,Medie,7.3,2,Vuoto Geometrico,6,Metallo,4,4,4,86,5.12,0,0,5.12,0.08,,0,0,0,1.91,1.92,0.17,0.13,0.17,0.16,0.17,13,B8,B7s,,2.85,2.85,2.85,1.03,1,1.02,1.02,1.03,0.86,0.87,0.85,0.86,0.86,1.23,
112,Ponte del Pistor,PISTOR,0,Rio del Piombo,PIOM2,72,78,CS,CS,No,,,1,6,Sesto Ribassato,14,Mattoni e Pietra d'Istria,TRE SCUDI SUL LATO OVEST,No,No,7,8,15,11,2,Pietra d'Istria,48.5,30,Trachite e Asfalto,1.56,0.76,9.84,3.5,3.9,0,0,0,0,0,4.23,2.52,10.66,8,Asfalto,1,Cattive,20.5,3,Vuoto Decorato,6,Metallo,4,4,4,92.8,4.85,25,50,4.1,0.12,,0,0,0,1.89,2.02,0.63,0.49,0.36,0.57,0.89,36,B5,B4,,3.28,3.28,3.24,1.61,1.38,1.25,1.47,1.87,0.98,0.89,0.89,0.9,0.98,4.95,
113,Ponte Preti,PRETI,0,Rio del Pestrin,PEST02,73,74,CS,CS,No,,,1,6,Sesto Ribassato,14,Mattoni e Pietra d'Istria,TRE SCUDI SUL LATO EST,No,No,10,12,22,13,2,Pietra d'Istria,45,3,Trachite,2.07,0.93,18.63,5.9,7.4,0,0,0,0,0,2.35,2.92,6.86,3,Trachite,3,Buone,25.49,1,Piena,14,Mattoni e Pietra d'Istria,28,28,28,82,7.99,0,0,7.99,0.38,,0,0,0,2.43,2.48,0.51,0.56,0.48,0.55,0.67,48,B2,B1,,3.41,3.44,3.41,1.43,1.36,1.25,1.34,1.49,0.92,0.8,0.77,0.79,0.82,2.9,
114,Ponte Borgoloco,BORGOL,0,Rio del Pestrin,PEST2,73,74,CS,CS,No,,,1,6,Sesto Ribassato,14,Mattoni e Pietra d'Istria,TRE SCUDI SUL LATO OVEST,No,Yes,14,12,26,12.5,2,Pietra d'Istria,44.5,3,Trachite,1.9,0.85,20.29,7.6,6.36,0,0,0,0,0,2.29,3.11,7.12,3,Trachite,3,Buone,27.41,3,Vuoto Decorato,6,Metallo,4,4,4,95,7.74,60,50,6.64,0.22,,0,0,0,2.49,2.58,0.81,0.62,0.55,0.69,0.9,55,A34,A35,,3.92,3.94,3.91,1.78,1.57,1.49,1.64,1.84,0.97,0.95,0.94,0.95,0.94,2.48,
115,Ponte Minich,MINICH,0,Rio del Pestrin,PEST1,66,74,CS,CS,No,,,1,6,Sesto Ribassato,14,Mattoni e Pietra d'Istria,"UNO SCUDO AD EST, UNO SCUDO AD OVEST",No,Yes,12,10,22,13,2,Pietra d'Istria,39,3,Trachite,2.47,0.96,19.27,5.58,4.23,0,0,0,0,0,2.57,2.87,7.38,3,Trachite,3,Buone,26.64,1,Piena,14,Mattoni e Pietra d'Istria,30,30,30,95.2,8.69,45,50,7.74,0.55,,0,0,0,2.32,2.37,0.37,0.43,0.42,0.46,0.42,37,G13,G14,,3.18,3.19,3.18,1.36,1.38,1.3,1.41,1.41,0.99,0.95,0.88,0.95,0.99,3.15,
116,Ponte dei Consafelzi,CONSAF,0,Rio del Pestrin,PEST1,66,74,CS,CS,No,,,1,7,Sesto Super Ribassato,6,Metallo,CINQUE INTARSI SUI LATI OVEST ED EST,No,No,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,10.59,,,,,,0,0,0,,,,,,,,,G15,,,,,,,,,,,,,,,,,"Ponte in restauro, dati non rilevabili per lavori in corso."
117,Ponte de l'Ospedaletto,OSPEDA,0,Rio de S. Giovanni Laterano,LATE1,66,75,CS,CS,No,,,1,3,Policentrico,14,Mattoni e Pietra d'Istria,,No,No,10,7,17,13,2,Pietra d'Istria,44,3,Trachite,1.56,0.69,10.3,6.48,3.18,0,0,0,0,0,2.59,1.94,5.02,3,Trachite,3,Buone,15.32,3,Vuoto Decorato,6,Metallo,4,4,4,91.4,5.5,,,,,,0,0,0,,,,,,,,,G16,G18,,,,,,,,,,0.89,0.92,0.93,0.92,0.91,3.15,Alcuni dati non rilevabili a causa di lavori in corso.
118,Ponte Privato và al civico 6396,LATE1_P1,0,Rio de S. Giovanni Laterano,LATE1,66,75,CS,CS,Yes,6396,,1,6,Sesto Ribassato,,,,No,No,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,6.76,,,,,,0,0,0,,,,,,,,,G19,,,,,,,,,,,,,,,,,"Non accessibile, lavori in corso."
119,Ponte Muazzo,MUAZZO,0,Rio de S. Giovanni Laterano,LATE1,66,75,CS,CS,No,,,1,6,Sesto Ribassato,14,Mattoni e Pietra d'Istria,CINQUE INTARSI,No,No,12,9,21,14,2,Pietra d'Istria,38.5,3,Trachite,1.92,0.74,14.04,6.15,3.9,0,0,0,0,0,2.04,1.8,3.67,3,Trachite,3,Buone,17.72,1,Piena,14,Mattoni e Pietra d'Istria,30,30,30,91.4,6.33,1.77,0,6.3123,0.33,,0,0,0,2.42,2.49,0.42,0.38,0.44,0.45,0.51,38,G26,G25,,3.47,3.56,3.49,1.32,1.33,1.31,1.4,1.41,0.9,0.95,0.87,0.95,0.9,2.59,
120,Ponte Tetta,TETTA,0,Rio de la Tetta,TETT1,75,74,CS,CS,No,,,1,7,Sesto Super Ribassato,14,Mattoni e Pietra d'Istria,QUATTRO BUGNE AD EST QUATTRO BUGNE AD OVEST,No,No,7,10,17,12,2,Pietra d'Istria,45,8,Asfalto,1.45,0.65,9.79,4.2,5.6,0,0,0,0,0,3.92,3,11.76,8,Asfalto,1,Cattive,21.55,3,Vuoto Decorato,6,Metallo,5,5,5,98.6,6.79,130,15,5.34,0.48,,0,0,0,2.13,2.18,0.81,0.64,0.52,0.59,0.59,52,G17,G20,,3.25,3.26,3.23,1.78,1.6,1.48,1.55,1.67,0.97,0.96,0.96,0.96,1.08,4.52,
121,Ponte Cappello,CAPPEL,0,Rio de la Tetta,TETT2,75,76,CS,CS,No,,,1,4,Sesto Acuto,15,"Mattoni, Intonaco e Pietra d'Istria","TRE SCUDI E DUE CIUFFI A OVEST, DUE CIUFFI A EST",No,No,12,7,19,13.5,2,Pietra d'Istria,32,3,Trachite,1,0.32,5.44,1.38,3.85,0,0,0,0,0,2.12,2.42,5.13,3,Trachite,3,Buone,10.57,3,Vuoto Decorato,6,Metallo,4,4,4,97,5.26,120,30,3.76,0.4,,0,0,0,2.78,2.89,0.58,0.49,0.25,0.56,0.7,25,G21,G24,,3.84,3.85,3.86,1.61,1.38,1.22,1.48,1.74,1.03,0.89,0.97,0.92,1.04,2.62,Intarsio in pietra d'Istria sulla sommita'. Presenza di un cavo elettrico. I primi nove scalini della rampa nord sono in pietra d'Istria. Presenza di una seconda rampa nord da 3.17 m.
122,Ponte S. Severo,SEVERO,0,Rio de S. Severo,SEVE2,76,79,CS,CS,No,,,1,6,Sesto Ribassato,14,Mattoni e Pietra d'Istria,,No,No,10,10,20,13,2,Pietra d'Istria,45,3,Trachite,1.74,0.78,14.09,6.8,6.2,0,0,0,0,0,2.26,2.47,5.58,3,Trachite,3,Buone,19.68,3,Vuoto Decorato,6,Metallo,4,4,4,98.8,6.02,0,0,6.02,0.3,,0,0,0,2.22,2.34,0.62,0.56,0.49,0.7,0.8,49,A16,A17,,3.58,3.61,3.59,1.62,1.53,1.47,1.67,1.82,1,0.97,0.98,0.97,1.02,2.86,
123,Ponte Novo,NOVOSEV,0,Rio de S. Severo,SEVE2,76,79,CS,CS,No,,,1,6,Sesto Ribassato,14,Mattoni e Pietra d'Istria,"NOVE QUADRATI IN PIETRA D""ISTRIA SULLE ARCATE",No,Yes,12,11,23,15,2,Pietra d'Istria,37.5,3,Trachite,2.37,0.89,18.66,4.3,4.5,0,0,0,0,0,2.37,3.86,9.15,3,Trachite,3,Buone,27.81,1,Piena,14,Mattoni e Pietra d'Istria,27,27,27,92.4,9.99,9,24,9.66,0.28,,0,0,0,2.43,2.47,0.54,0.52,0.45,0.53,0.59,45,A14,A15,,3.56,3.58,3.55,1.55,1.39,1.33,1.4,1.58,1.01,0.87,0.88,0.87,0.99,2.92,
124,Ponte Cavagnis,CAVAGN,0,Rio de S. Severo,SEVE1,74,76,CS,CS,No,,,1,6,Sesto Ribassato,14,Mattoni e Pietra d'Istria,"QUATTRO BUGNE AD EST, QUATTRO BUGNE AD OVEST",No,No,10,11,21,13.5,2,Pietra d'Istria,40,3,Trachite,2.5,1,19,4.25,4.7,0,0,0,0,0,2.54,1.88,4.78,3,Trachite,3,Buone,23.78,3,Vuoto Decorato,6,Metallo,5,5,5,105.8,6.88,50,15,6.23,0.44,,0,0,0,2.26,2.32,0.45,0.44,0.43,0.48,0.55,43,G22,G23,,3.38,3.39,3.4,1.5,1.54,1.41,1.58,1.61,1.05,1.1,0.98,1.1,1.06,3.14,
125,Ponte de la Pietà,PIETA,0,Rio dei Greci,GREC,94,95,CS,CS,No,,,1,3,Policentrico,14,Mattoni e Pietra d'Istria,,No,No,14,15,29,12,2,Pietra d'Istria,46,8,Asfalto,9.4,4.32,116.75,9.85,10.5,0,0,0,0,0,3.6,6.05,21.78,8,Asfalto,1,Cattive,138.53,4,Colonnette,2,Pietra d'Istria,29,29,29,102.6,11.87,73,1.43,11.1257,0.16,,0,0,0,2.9,2.92,0.77,0.6,0.57,0.6,0.72,57,A5,A6s,,4.39,4.36,4.37,1.8,1.62,1.59,1.63,1.75,1.03,1.02,1.02,1.03,1.03,10.3,
126,Ponte dei Greci,GRECI,0,Rio de S. Lorenzo,LORE2,95,76,CS,CS,No,,,1,7,Sesto Super Ribassato,15,"Mattoni, Intonaco e Pietra d'Istria",,No,No,10,13,23,12,2,Pietra d'Istria,46,8,Asfalto,2.35,1.08,22.7,4.7,2,0,0,0,0,0,3.6,4.12,14.83,8,Asfalto,2,Medie,37.53,3,Vuoto Decorato,6,Metallo,3.5,3.5,3.5,91.4,11.5,35,0,11.15,0.2,,0,0,0,2.56,2.61,0.85,0.65,0.56,0.62,0.77,56,A8,A7,,3.93,3.94,3.94,1.77,1.57,1.47,1.54,1.67,0.92,0.92,0.91,0.92,0.9,4.3,Vegetazione presente sui lati esterni del ponte. Presenza di una seconda rampa di 3.35 m.
127,Ponte Lion,LION,0,Rio de S. Lorenzo,LORE2,95,76,CS,CS,No,,,1,7,Sesto Super Ribassato,14,Mattoni e Pietra d'Istria,,No,No,15,15,30,14,2,Pietra d'Istria,42,3,Trachite,2.53,1.06,29.75,6.7,2.28,0,0,0,0,0,2.53,3.66,9.26,3,Trachite,3,Buone,39.01,1,Piena,14,Mattoni e Pietra d'Istria,27.5,27.5,27.5,90.6,11.46,1,110,10.35,0.23,,0,0,0,2.86,2.92,0.69,0.65,0.6,0.68,0.76,60,A10,A11,,4.17,4.18,4.18,1.67,1.49,1.43,1.55,1.77,0.98,0.84,0.83,0.87,1.01,3.15,
128,Ponte S. Lorenzo,LORENZ,0,Rio de S. Lorenzo,LORE2,95,76,CS,CS,No,,,1,7,Sesto Super Ribassato,14,Mattoni e Pietra d'Istria,DUE SCUDI PRESENTI SUL LATO OVEST< ERANO TRE,No,No,16,16,32,14,2,Pietra d'Istria,48,3,Trachite,4.35,2.09,62.64,8,7.8,0,0,0,0,0,4.35,4.75,20.66,3,Trachite,3,Buone,83.3,4,Colonnette,2,Pietra d'Istria,27,27,27,90.2,13.7,47,60,12.63,0.25,,0,0,0,2.93,2.97,0.82,0.69,0.66,0.62,0.72,62,A12,A13,,4.27,4.33,4.25,1.72,1.59,1.57,1.53,1.61,0.9,0.9,0.91,0.91,0.89,5.15,
129,Ponte del S. Sepolcro,SEPOLC,0,Rio de la Pietà,PIET,95,96,CS,CS,No,,,1,6,Sesto Ribassato,15,"Mattoni, Intonaco e Pietra d'Istria",,No,No,12,12,24,13,2,Pietra d'Istria,48,8,Asfalto,8.94,4.29,94.41,9,9.8,0,0,0,0,0,9.63,4.98,47.96,8,Asfalto,1,Cattive,142.36,4,Colonnette,2,Pietra d'Istria,25,25,25,107.4,8.86,60,38,7.88,0.12,,0,0,0,2.5,2.56,0.8,0.56,0.52,0.62,-8.00E-02,-8,A4,A3s,,4.1,4.07,4.07,1.88,1.64,1.58,1.69,1,1.08,1.08,1.06,1.07,1.08,10.3,
130,Ponte drio La Pietà,DPIETA,0,Rio de la Pietà,PIET,95,96,CS,CS,No,,,1,6,Sesto Ribassato,15,"Mattoni, Intonaco e Pietra d'Istria",,No,Yes,11,11,22,13,2,Pietra d'Istria,50,8,Asfalto,2.12,1.06,21.2,5.95,5.8,0,0,0,0,0,2.24,3.03,6.79,8,Asfalto,2,Medie,27.99,,VUOTO DECORATO,6,Metallo,5,5,5,87.2,7.69,60,60,6.49,-0.28,,0,0,0,2.52,2.54,0.52,0.47,0.43,0.48,0.53,43,L5,L11,,4.15,4.15,4.15,1.38,1.34,1.3,1.35,1.42,0.86,0.87,0.87,0.87,0.89,2.83,Vegetazione nei lati est ed ovest.
