"!!id","!!type","materiale del manufatto","dimensioni alzata","spessore minimo","numero rampe","stile dell'arco","zoom","nome del ponte","materiale spallette","luce effettiva","decorazioni","larghezza minima gradini","superficie calpestabile rampe","superficie sommità","ID del segmento","numero campate","accessibile handicappati","nome del rio","ragione giuridica","n° gradini nord","materiale pav sommità","larghezza media spallette","ID","materiale alzata","intonaco arco","corrimano","anno di costruzione","Y","X","note","freccia","tipologia spallette","larghezza navigabile","franco","dimensioni pedata","lettera civico","intonaco spallette","civico","altezza media spallette","rapporto luce/freccia","n° zucchetta","materiale pedata","n° gradini sud","foto","data ultimo restauro","jobs","jobItems"
"STADIO1","ponti","legno","0","0.31","2","a cavallette","50.0000000001341","Ponte Novo de lo Stadio","legno","16.96","","0","0","45.5","ELEN01","1","si","Rio de S. Elena","pubblica","0","legno","0.15","STADIO1","non rilevato","no","no","0","5033932.48341558","2313727.53272295","Ponte con rampe senza scalini.","0.87","vuoto geometrico","8","2.67","0","","no","0","0.88","19.49","0","non rilevato","0","445","1/1/1998 1:01:00 AM","[00003, 00196, 00232, 00197, 00469, 00445]","[]"
"GRIS2_P1","ponti","metallo","0.17","0.32","1","Piano","49.9999999997447","Ponte Privato Teatro Malibran 1","metallo","5.1","","2","7.2","10.2","GRIS02","1","no","Rio de S.Giovanni Grisostomo","privata","12","legno","0.05","GRIS2_P1","pietra calcarea","no","no","0","5035205.27539872","2311811.29010705","Ponte appartenente a una passerella con superficie totale 54m².","0","vuoto geometrico","5.1","2.46","0.4","","no","0","1.08","","185","conglomerato cementizio","0","185","","[00103, 00232]","[]"
"GRIS2_P2","ponti","conglomerato cementizio armato","0.13","0.43","2","Sesto Ribassato","50.0000000002832","Ponte Privato Teatro Malibran 2","metallo e pietra calcarea","5.7","","1","6.5","3.8","GRIS02","1","no","Rio de S.Giovanni Grisostomo","privata","12","conglomerato cementizio","0.03","GRIS2_P2","conglomerato cementizio","no","no","0","5035190.92785631","2311835.21242255","","1.6","vuoto decorato","3.9","2.61","0.38","","no","0","0.84","3.56","186","conglomerato cementizio","0","186","","[00103, 00232, II501]","[]"
"CREA","ponti","muratura e pietra calcarea","0.14","0.67","2","Sesto Ribassato","49.9999999998168","Ponte Novo de la Crea","pietra calcarea","5.4","","4","40.3","8.9","CREA01","1","si","Rio de la Crea","pubblica","13","trachite","0.42","CREA","pietra calcarea","no","no","0","5035901.05621825","2310545.84002332","Costruito 1998. Servoscala elettrico.","2.4","pieno","5.4","2.4","0.39","","no","0","0.86","2.25","0","trachite","13","444","","[00346, 00009, 00402, 00232, II498, II504]","[00009PT0080, 00402PT0001]"
"GIORGIO","ponti","metallo","0","0.08","2","Piano","49.9999999997004","Ponte privato - Passerella girevole","metallo","18.7","","0.8","0","15.3","DGIO01","5","si","Darsena S. Giorgio","privata","0","legno","0.1","GIORGIO","non rilevato","no","no","0","5034084.01745927","2312413.12476856","","0","vuoto geometrico","15.6","1.29","0","","no","0","1.08","","443","non rilevato","0","443","","[]","[]"
"CROZE2","ponti","muratura e pietra calcarea","0.13","0.56","2","Sesto Ribassato","50.0000000000138","Ponte de la Croze","metallo e pietra calcarea","16.2","il concio chiave ha un cerchio","4","56","16","CROC01","1","no","Rio della Croce","pubblica","15","conglomerato bituminoso","0.04","CROZE2","pietra calcarea","no","no","0","5033682.56622396","2311419.09112578","","3","vuoto geometrico","16.2","3","0.5","","no","0","1.02","5.4","442","conglomerato bituminoso","15","442","","[00003, 00334, 232/1, 00517]","[]"
"CROC_P1","ponti","legno","0.17","0.3","2","a cavallette","50.0000000002367","Ponte Privato va al civico 138","metallo","8.4","","1","4.6","9.5","CROC01","1","no","Rio della Croce","privata","11","legno","0.03","CROC_P1","legno","no","no","0","5033554.68812823","2311403.05220698","Il primo scalino a nord è in pietra d'Istria. Alcuni dati non rilevabili.","2.7","vuoto geometrico","8.4","2.7","0.31","","no","138","0.9","3.11","441","legno","0","441","","[00003, 00334, 232/1, 00517]","[]"
"LONGO","ponti","metallo","0.13","0.63","2","Sesto Ribassato","50.0000000000747","Ponte Longo","metallo","29.8","F","4","41.9","126.7","PLON01","1","no","Rio del Ponte Longo","pubblica","16","conglomerato bituminoso","0.07","LONGO","pietra calcarea","no","no","0","5033747.13516393","2311055.01179051","","3.5","vuoto decorato","29.8","3.5","0.36","","no","0","0.95","8.51","440","conglomerato bituminoso","16","440","","[00333, 232/1, 00397, 00395, 00517]","[00395PT0001]"
"ANGELO","ponti","conglomerato cementizio armato","0.14","0.5","2","Sesto Ribassato","49.9999999997429","Ponte S. Angelo","metallo e pietra calcarea","14","","2","25.6","22.6","PALA01","1","no","Rio della Palada","pubblica","12","trachite","0.14","ANGELO","pietra calcarea","no","no","0","5033628.70544979","2310994.06389887","","0.6","vuoto geometrico","13","2.8","0.37","","no","0","1","23.33","439","trachite","11","439","","[232/1, 00154, 00517]","[00154PT0004]"
"PALADA","ponti","legno lamellare","0.15","0.46","2","a cavallette","49.9999999996884","Ponte de la Palada","legno","12.9","","1.8","21","12","PALA01","1","no","Rio della Palada","pubblica","9","legno","0.13","PALADA","metallo","no","si","0","5033652.20142516","2310872.92676866","I primi due scalini da terra di entrambe le rampe hanno alzata in pietra d'Istria e pedata in trachite.","1.4","vuoto geometrico","12.8","2.6","0.41","","no","0","1","9.21","438","legno","9","438","","[232/1, 00154, 00517]","[00154PT0007]"
"PICCOLO","ponti","metallo","0.13","0.35","2","Piano","50.0000000000754","Ponte Piccolo","metallo","9.5","","2.7","23.7","26.9","PPIC01","1","no","Rio del Ponte Piccolo","pubblica","10","conglomerato bituminoso","0.05","PICCOLO","pietra calcarea","si","no","0","5033803.63548598","2310888.56162213","","0.3","vuoto decorato","9.5","2.5","0.41","","no","0","0.95","31.67","435","conglomerato bituminoso","10","435","","[00003, 232/1, 00154, 00517]","[]"
"SCUOLE","ponti","muratura e pietra calcarea","0.12","0.43","2","Sesto Ribassato","49.9999999998368","Ponte de le Scuole","muratura","13.3","due tondi messi a concio di chiave, leone alato","2.5","60.7","16.5","PPIC02","1","no","Rio del Ponte Piccolo","pubblica","15","trachite","0.72","SCUOLE","pietra calcarea","no","si","1909","5033613.5580444","2310804.49954564","Presenza di un tubo a nord ovest. Larghezza spallette calcolata come media tra le due misure (27 e 117).","2.4","pieno","13.3","3.1","0.45","","no","0","0.83","5.54","437","trachite","13","437","","[00003, 232/1, 00154, 00517]","[00154PT0008]"
"EUFEMIA","ponti","muratura e pietra calcarea","0.15","0.37","2","Sesto Ribassato","49.9999999997256","Ponte S. Eufemia","muratura","9.7","","4","54.1","17.7","EUFE01","1","no","Rio de S. Eufemia","pubblica","10","trachite","0.26","EUFEMIA","pietra calcarea","si","si","1820","5033902.30858424","2310623.89059886","","3","pieno","9.7","3","0.45","","no","0","0.9","3.23","432","trachite","11","432","","[232/1, 00154, 00517]","[]"
"EUFE1_P1","ponti","muratura e pietra calcarea","0.14","0.43","2","Sesto Ribassato","49.9999999998863","Ponte Privato va al civico 681","metallo","7.7","","2.5","23","6.3","EUFE01","1","no","Rio de S. Eufemia","privata","10","conglomerato bituminoso","0.04","EUFE1_P1","pietra calcarea","si","no","0","5033860.10581317","2310609.88849901","","2.1","vuoto geometrico","8.1","3","0.4","A","no","681","0.95","5.13","433","conglomerato bituminoso","13","433","","[232/1, 00154, 00517]","[]"
"COSMO","ponti","legno lamellare","0.15","0.54","2","Sesto Ribassato","49.999999999781","Ponte S. Cosmo o Lagoscuro","legno","8.1","","3.3","36","16.3","EUFE02","1","no","Rio de S. Eufemia","pubblica","13","legno","0.12","COSMO","metallo e pietra d'Istria","no","si","1997","5033771.74094921","2310580.66385716","I primi sette scalini da terra di entrambe le rampe sono in trachite e pietra d'Istria.","1.1","vuoto geometrico","7.7","2.8","0.4","","no","0","1.09","7.36","434","trachite e legno","13","434","","[232/1, 00154, 00517]","[]"
"CONVERT","ponti","legno lamellare","0.15","0.5","2","Sesto Ribassato","49.9999999998623","Ponte de le Convertite","legno","12.8","","2.3","23.7","16.8","CONV01","1","no","Rio delle Convertite","pubblica","10","legno","0.13","CONVERT","legno e pietra d'Istria","no","si","0","5033810.9942255","2310505.95300623","I primi tre scalini della rampa sud sono in trachite e pietra d'Istria.","1.5","vuoto geometrico","12.7","2.9","0.39","","no","0","1.1","8.53","431","trachite e legno","14","431","","[00320, 232/1, 00154, 00517]","[00154PT0006]"
"SCURO","ponti","conglomerato cementizio armato","0.14","0.57","2","Policentrico","50.0000000001589","Ponte del Lago Scuro","conglomerato cementizio","12.7","dentelli, treccia con due scudi, quattro volute pe","2","20.7","15.5","BIAG02","1","no","Rio de San Biagio","pubblica","8","conglomerato cementizio","0.13","SCURO","conglomerato cementizio","no","no","0","5033872.69365699","2310328.18900917","","2.4","pieno","12.7","2.8","0.35","","no","0","0.93","5.29","430","conglomerato cementizio","14","430","","[00320, 232/1, 00517]","[]"
"LAVRA","ponti","legno lamellare","0.4","0.37","2","a cavallette","74.5500680091429","Ponte dei Lavraneri","legno e metallo","67.5","","1.5","11","296","LAVR01","3","si","Rio dei Lavraneri","pubblica","2","legno","0.05","LAVRA","pietra calcarea","no","no","0","5033936.73769986","2310182.75415938","Presenza di due rampe di accesso per disabili in trachite, con pendenza 8%, affiancate ai gradini e larghe 1,5m.","2.3","vuoto geometrico","31.2","4.8","0.13","","no","0","1.2","29.35","429","trachite","8","429","","[232/1, 00357, 00517]","[00357PT0001]"
"GERAR","ponti","metallo","0.17","0.85","2","Piano","49.9999999998568","Ponte S. Gerardo","legno e metallo","13.3","","2","9.8","25","SACF02","1","si","Sacca Fisola","pubblica","5","legno","0.17","GERAR","metallo e pietra d'Istria","no","no","0","5033859.91584571","2309888.8545716","I primi 8 scalini da terra a sud sono in graniglia e pietra d'Istria. Vi e' una seconda rampa a sud di 1.65 m.","2.8","pieno","13.3","2.8","0.3","","no","0","1.03","4.75","428","marmettoni di conglomerato cementizio e legno","13","428","","[00346, 232/1, 00517]","[]"
"BIAGIO","ponti","legno","0","0.31","2","a cavallette","50.0000000001715","Ponte senza Nome","legno","17.3","","2.2","32.7","32.7","SACF01","3","si","Sacca Fisola","pubblica","0","legno","0.15","BIAGIO","legno","no","no","0","5033896.83952105","2309758.25076838","Ponte senza scalini a rampe inclinate, torsione del piano di calpestio","0.8","vuoto geometrico","6.4","2.37","0","","no","0","0.9","21.63","427","non rilevato","0","427","","[00346, 232/1, 00517]","[]"
"INCENER","ponti","legno","0.1","0.6","2","a cavallette","59.0216320921143","Ponte de l'Inceneritore (Privato)","legno","10.5","","3","9.2","10.3","SACB02","3","no","Rio de Sacca San Biagio","privata","6","legno","0.14","INCENER","legno","no","no","0","5033787.53325264","2309583.56248468","Rampa sud senza scalini.","4","vuoto geometrico","10.5","4","0.56","","no","0","0.97","2.63","426","legno","0","426","","[232/1, 00517]","[]"
"RIELO","ponti","muratura e pietra calcarea","0.14","0.45","2","Sesto Ribassato","50.0000000001797","Ponte Rielo","metallo e pietra calcarea","6.6","tre scudi a est","2","17.6","4.9","DANI01","1","no","Rio de San Daniel","pubblica","9","trachite","0.025","RIELO","pietra calcarea","no","no","0","5034494.40716352","2313254.82578982","","2.3","vuoto geometrico","6.6","2.3","0.395","","no","0","0.94","2.87","164","trachite","9","164","1/1/1990 1:01:00 AM","[00160, 00232, 00169, II496, II497, 00218, 00220]","[]"
"OSPIZIO","ponti","legno","0.16","0.27","2","a cavallette","50.0000000002045","Ponte Novo de l'Ospizio Da Ponte","legno","4.7","","2","10.2","2.5","CREA01","1","no","Rio de la Crea","pubblica","10","legno","0.1","OSPIZIO","legno","no","no","0","5035847.71535503","2310511.86555252","","2.4","vuoto geometrico","4.7","2.4","0.34","","no","0","1.07","1.96","0","legno","10","446","1/1/1998 1:01:00 AM","[00009, 00346, 00232, II498, II504]","[00009PT0079]"
"TERE_P1","ponti","muratura e pietra calcarea","0.15","0.49","1","Sesto Ribassato","50.0000000000993","Ponte Privato dello IUAV","muratura","7.91","Scudi in pietra d'Istria","2.77","7.82","17.51","NICO01","1","no","Rio de S. Nicolò dei Mendicoli","privata","7","trachite","0.33","TERE_P1","pietra calcarea","si","no","0","5034512.06413907","2310023.7134295","","1.77","pieno","7.42","1.81","0.47","","si","0","1","4.47","366","trachite","0","366","","[00003, 232/1, 00366, 00517]","[]"
"PIOVA","ponti","muratura e pietra calcarea","0.15","0.66","2","Sesto Ribassato","50.0000000000272","Ponte de la Piova","muratura","7.4","3 scudi ad Ovest + 1 bugna ad Est","3","18","9.1","RAFF01","1","no","Rio de l'Anzolo Rafael","pubblica","10","trachite","0.27","PIOVA","pietra calcarea","no","no","0","5034523.72214216","2310170.57879979","","2.3","pieno","7.4","2.3","0.4","","no","0","0.84","3.22","380","trachite","5","380","","[00003, 232/1, 00222, 00219, 00517]","[00219PT009]"
"SOCCOR","ponti","muratura e pietra calcarea","0.14","0.48","2","Sesto Ribassato","49.9999999999528","Ponte del Soccorso","muratura","12.6","","4","42.6","16.9","CARM01","1","no","Rio dei Carmini","pubblica","12","conglomerato bituminoso","0.28","SOCCOR","pietra calcarea","no","no","0","5034599.55915202","2310387.62784024","","3","pieno","12.6","3","0.46","","no","0","0.97","4.2","382","conglomerato bituminoso","11","382","","[232/1, 00222, 00219, 00517]","[00219PT008]"
"FORNO","ponti","muratura e pietra calcarea","0.13","0.34","2","Policentrico","50.0000000000784","Ponte del Forno","muratura","7.3","","2","13.3","7.7","MARG01","1","no","Rio de S. Margherita","pubblica","8","trachite","0.27","FORNO","pietra calcarea","no","no","0","5034749.95339095","2310625.74600029","Crepe reticolari sulla spalletta est. Conci della listolina est separati.","2.5","pieno","7.3","2.5","0.4","","no","0","0.93","2.92","385","trachite","9","385","","[00003, 232/1, 00222, 00219, 00517]","[00219PT007]"
"RENIER","ponti","metallo","0.15","0.16","2","Sesto Ribassato","50.000000000112","Ponte Renier","metallo","8.9","","2","17.4","8","MARG01","1","no","Rio de S. Margherita","pubblica","9","conglomerato bituminoso","0.07","RENIER","metallo","no","no","0","5034792.51610037","2310634.47875866","","2.7","vuoto decorato","8.9","2.7","0.45","","no","0","0.95","3.3","386","conglomerato bituminoso","8","386","","[00003, 232/1, 00222, 00219, 00517]","[00219PT006]"
"BASEGI","ponti","muratura e pietra calcarea","0.15","0.86","2","Policentrico","49.9999999998298","Ponte S. Basegio","muratura","9.8","","3","24.4","13.9","SEBA01","1","no","Rio de S. Sebastian e S. Basegio","pubblica","10","trachite","0.26","BASEGI","pietra calcarea","no","no","0","5034378.48701952","2310417.06688428","","2.5","pieno","9.8","2.5","0.4","","no","0","0.76","3.92","389","trachite","10","389","","[232/1, 00517, II500]","[]"
"SEBAST","ponti","muratura e pietra calcarea","0.14","0.61","2","Sesto Ribassato","50.0000000000807","Ponte S. Sebastian","muratura","11.5","3 scudi a est","5","42.3","19.6","SEBA01","1","no","Rio de S. Sebastian e S. Basegio","pubblica","10","trachite","0.26","SEBAST","pietra calcarea","no","no","0","5034457.12354985","2310411.34400007","","2.5","pieno","11.5","2.5","0.45","","no","0","1.01","4.6","388","trachite","10","388","","[232/1, 00517, II500]","[]"
"MOLIN2","ponti","legno","0.15","0.52","2","a cavallette","50.0000000000994","Ponte Molin della Stazione Marittima","legno","13.8","","4","32.1","30.2","SEBA01","1","no","Rio de S. Sebastian e S. Basegio","pubblica","8","legno","0.18","MOLIN2","vuoto","no","no","0","5034324.36628987","2310409.90090976","Primi tre gradini a Sud in in calcestruzzo e alzata in Pietra d'Istria.","3","vuoto geometrico","13.8","3","0.37","","no","0","1.05","4.6","390","legno","16","390","","[232/1, 00517, II500]","[]"
"BARNAB","ponti","muratura e pietra calcarea","0.12","0.56","2","Sesto Ribassato","49.999999999907","Ponte S. Barnaba","metallo","7.1","Scudo decorato con iscrizione: ""1873""","2.9","62","7.3","BARN01","1","no","Rio de S. Barnaba","pubblica","11","trachite","0.07","BARNAB","pietra calcarea","si","no","0","5034583.5518939","2310788.43588752","Due rampe di 4 gradini ciascuna sulla sponda Nord, una verso Est e una verso Ovest.","1.5","vuoto decorato","7.1","2.3","0.45","","no","0","0.98","4.73","391","trachite","11","391","","[00009, 232/1, 00107, 00517]","[]"
"MALPAG","ponti","muratura e pietra calcarea","0.13","0.41","2","Sesto Ribassato","50.000000000158","Ponte del Malpaga","metallo e pietra calcarea","7.3","","1","12.6","14.7","MALP01","1","no","Rio del Malpaga","pubblica","6","trachite","0.03","MALPAG","pietra calcarea","si","no","0","5034518.30307039","2310811.15425336","Ponte asimmetrico rispetto al suo asse; asse non perpendicolare a quello del canale.","1.5","vuoto geometrico","6.8","2.4","0.5","","no","0","0.78","4.87","401","trachite","6","401","","[232/1, 00106, 00517]","[00106PT0003]"
"PUGNI","ponti","muratura e pietra calcarea","0.11","0.41","2","Sesto Ribassato","49.9999999997773","Ponte dei Pugni","metallo e pietra calcarea","10.1","Quattro impronte di piede in Pietra d'istria ai qu","2.8","31.6","11.7","BARN02","1","no","Rio de S. Barnaba","pubblica","9","conglomerato bituminoso","0.02","PUGNI","pietra calcarea","si","no","0","5034573.96353629","2310718.27695601","","2.1","vuoto geometrico","10.1","2.4","0.48","","no","0","0.85","4.81","392","conglomerato bituminoso","9","392","","[00009, 232/1, 00107, 00517]","[]"
"LOMBAR","ponti","muratura e pietra calcarea","0.13","0.6","3","Sesto Ribassato","49.9999999998322","Ponte Lombardo","muratura","7.5","","2","37","9.4","MALP02","1","no","Rio del Malpaga","pubblica","12","trachite","0.27","LOMBAR","pietra calcarea","no","no","0","5034503.18565985","2310778.21880762","","1.9","pieno","7.5","2.4","0.42","","si","0","0.87","3.95","402","trachite","16","402","","[232/1, 00106, 00517]","[00106PT0004]"
"TURCHE","ponti","muratura e pietra calcarea","0.14","0.44","2","Sesto Ribassato","49.9999999998901","Ponte de le Turchette","metallo e pietra calcarea","9.3","Tre scudi ad Est","1.4","31.8","10.3","MALP02","1","no","Rio del Malpaga","pubblica","12","trachite","0.05","TURCHE","pietra calcarea","si","no","0","5034486.11858328","2310731.4132017","Piccola rampa di due gradini sul lato Sud.","2","vuoto geometrico","9","2.4","0.39","","no","0","0.84","4.65","403","trachite","10","403","","[232/1, 00106, 00517]","[00106PT0001]"
"OGNISS","ponti","muratura e pietra calcarea","0.14","0.4","2","Policentrico","49.9999999998339","Ponte Ognissanti","metallo e pietra calcarea","5.7","","2.4","22.2","10.5","MALP04","1","no","Rio del Malpaga","pubblica","8","trachite","0.04","OGNISS","pietra calcarea","si","no","0","5034472.51091414","2310671.00956122","Iscrizione su chiave dell'armilla ad Est: ""1867"".","1.8","vuoto decorato","5.7","2.2","0.41","","no","0","0.77","3.17","404","trachite","8","404","","[232/1, 00106, 00517]","[00106PT0005]"
"AVOGAR","ponti","muratura e pietra calcarea","0.13","0.53","2","Piano","49.9999999999584","Ponte de l'Avogaria","muratura","11","","2.2","34.1","15","AVOG01","1","no","Rio de l'Avogaria","pubblica","11","trachite","0.26","AVOGAR","pietra calcarea","si","no","0","5034490.29786741","2310522.23931164","","2.8","pieno","11","2.8","0.5","","si","0","0.77","3.93","394","trachite","10","394","","[232/1, 00107, 00517]","[]"
"SARTRO","ponti","muratura e pietra calcarea","0.13","0.75","2","Sesto Ribassato","49.9999999996867","Ponte Sartorio","muratura","8.8","","2.5","38.6","9.1","OGNI01","1","no","Rio dei Ognisanti","pubblica","14","trachite","0.26","SARTRO","pietra calcarea","no","no","0","5034380.76662905","2310523.50098501","Fessurazioni verticali e longitudinali sulle spallette interne.","2.7","pieno","8.8","2.7","0.4","","no","0","0.78","3.26","395","trachite","14","395","","[232/1, 00107, 00517]","[]"
"CORTEL","ponti","conglomerato cementizio armato","0.12","0.36","2","Sesto Ribassato","50.0000000000598","Ponte Cortelotto","metallo","8.8","","1.5","13.5","3.6","OGNI01","1","no","Rio dei Ognisanti","pubblica","10","conglomerato bituminoso","0.03","CORTEL","pietra calcarea","no","no","0","5034364.61939491","2310570.61994772","Tubazioni lungo il lato Est.","1.6","vuoto geometrico","8.8","2.4","0.38","","no","0","0.83","5.5","397","conglomerato bituminoso","10","397","","[232/1, 00107, 00517]","[]"
"CANAL2","ponti","legno","0.16","0.25","2","a cavallette","50.0000000000204","Ponte Canal","legno","6.9","","1.5","9.4","9","OGNI01","2","no","Rio dei Ognisanti","pubblica","8","legno","0.09","CANAL2","legno","no","no","0","5034354.54112122","2310601.02380063","Primo gradino Nord in Calcestruzzo. Rampa Sud in Pietra d'Istria.","1.5","vuoto geometrico","4.3","2.5","0.35","","no","0","0.91","4.6","398","legno","8","398","","[232/1, 00107, 00517]","[]"
"ROMITE","ponti","muratura e pietra calcarea","0.14","0.46","2","Sesto Ribassato","50.0000000000441","Ponte de le Romite","metallo e pietra calcarea","6.1","Dodici bugne","3","28","7.6","ROMI01","1","no","Rio de le Romite","pubblica","10","trachite","0.05","ROMITE","pietra calcarea","si","no","0","5034448.77497988","2310737.66384466","","1.9","vuoto geometrico","6.1","2.3","0.4","","no","0","0.83","3.21","405","trachite","8","405","","[232/1, 00106, 00517]","[00106PT0006]"
"SQUERO","ponti","muratura e pietra calcarea","0.19","0.24","2","Piano","50.0000000000126","Ponte del Squero","metallo e pietra calcarea","4.6","","0.8","2","0.8","TOLA01","1","no","Rio de la Toletta","pubblica","6","trachite","0.04","SQUERO","pietra calcarea","si","no","0","5034466.10201192","2310795.30499783","","1.8","vuoto geometrico","4.6","2.2","0.4","","no","0","0.66","2.56","407","trachite","6","407","","[232/1, 00106, 00517]","[00106PT0002]"
"MARAVE","ponti","muratura e pietra calcarea","0.14","0.41","2","Sesto Ribassato","50.0000000001312","Ponte de le Maravegie","metallo e pietra calcarea","8.5","Tre scudi su chiave armilla Ovest","2.5","28","8.9","TROV02","1","no","Rio de S. Trovaso","pubblica","11","trachite","0.03","MARAVE","pietra calcarea","si","no","0","5034401.43308907","2310907.2888119","","2.1","vuoto decorato","8.5","2.9","0.38","","no","0","0.79","4.05","409","trachite","12","409","","[00009, 232/1, 00107, 00517]","[]"
"TROVAS","ponti","muratura e pietra calcarea","0.12","0.39","2","Sesto Ribassato","49.9999999998952","Ponte S. Trovaso","metallo e pietra calcarea","9.3","","3","32.7","11.5","TROV02","1","no","Rio de S. Trovaso","pubblica","10","conglomerato bituminoso","0.04","TROVAS","pietra calcarea","si","no","0","5034327.17580863","2310883.69634567","Parte della listolina della spalletta Est è distaccata.","1.9","vuoto decorato","9.3","2.6","0.4","","no","0","0.75","4.89","410","conglomerato bituminoso","10","410","","[00009, 232/1, 00107, 00517]","[]"
"LUNGO","ponti","pietra calcarea","0.14","0.98","2","Policentrico","50.000000000403","Ponte Lungo","metallo e pietra calcarea","11.1","","5.2","137.8","28.2","TROV03","1","no","Rio de S. Trovaso","pubblica","13","trachite","0.02","LUNGO","pietra calcarea","no","no","0","5034182.15065002","2310803.988279","Iscrizione sul muro Est: ""ARERE CIVICO - A MDCCCXXXVI"".","2.5","vuoto geometrico","11.1","2.5","0.6","","no","0","1.09","4.44","411","trachite","13","411","","[00009, 232/1, 00107, 00517]","[]"
"MEZZO","ponti","muratura e pietra calcarea","0.15","0.36","2","Sesto Ribassato","50.000000000187","Ponte de Mezzo","muratura","9.2","","2","23.9","8.3","VIO001","1","no","Rio de S. Vio","pubblica","8","conglomerato bituminoso","0.27","MEZZO","pietra calcarea","no","no","0","5034182.24063461","2311087.15559785","Presenza di vagetazione sulle spallette esterne.","2.4","pieno","9.2","2.4","0.5","","si","0","0.91","3.83","413","conglomerato bituminoso","8","413","","[00009, 232/1, PA621, 00120, 00517]","[00120PT0001]"
"SANVIO","ponti","pietra calcarea","0.15","0.54","2","Policentrico","50.0000000002517","Ponte de S. Vio","metallo e pietra calcarea","6.7","","3","32","11","VIO001","1","no","Rio de S. Vio","pubblica","10","trachite","0.04","SANVIO","pietra calcarea","no","no","0","5034275.58464569","2311139.98095219","","2","vuoto decorato","6.7","2.6","0.4","","no","0","0.83","3.35","414","trachite","9","414","","[00009, 232/1, PA621, 00120, 00517]","[00009PT0069]"
"CRISTOF2","ponti","muratura e pietra calcarea","0.13","0.34","2","Piano","49.9999999999339","Ponte S. Cristoforo","muratura","3.8","","1.4","21.3","8.7","TORE01","1","no","Rio de le Toresele","pubblica","9","trachite","0.27","CRISTOF2","pietra calcarea","no","si","0","5034261.0571341","2311322.61847154","","1","pieno","3.8","2.7","0.5","","no","0","0.8","3.8","416","trachite","5","416","","[00320, 232/1, 00120, 00517]","[00120PT0002]"
"FORMAG","ponti","muratura e pietra calcarea","0.13","0.43","2","Sesto Ribassato","49.9999999999673","Ponte del Formager","metallo e pietra calcarea","6.9","Tre scudi ad Ovest","1.3","11.8","8.6","TORE01","1","no","Rio de le Toresele","pubblica","11","trachite","0.04","FORMAG","pietra calcarea","si","no","0","5034245.62977666","2311209.88425054","Piccola rampa di 2 gradini sul lato Est","1.7","vuoto decorato","6.9","2.3","0.4","","no","0","0.81","4.06","417","trachite","10","417","","[00320, 232/1, 00120, 00517]","[]"
"CABALA","ponti","pietra calcarea","0.12","0.59","3","Sesto Ribassato","49.9999999998649","Ponte Ca' Balà","metallo e pietra calcarea","9.9","","1.8","120","24.8","FORN02","1","no","Rio de la Fornasa","pubblica","17","trachite","0.03","CABALA","pietra calcarea","no","no","0","5034040.84485432","2311369.51478612","","2.3","vuoto geometrico","9.9","3.3","0.46","","no","0","0.85","4.3","419","trachite","12","419","","[232/1, 00130, 00517]","[]"
"SANTI","ponti","pietra calcarea","0.145","0.6","2","Sesto Ribassato","49.9999999998623","Ponte de Mezzo","metallo e pietra calcarea","9.1","bugne di diamante","3","32","10","FORN02","1","no","Rio de la Fornasa","pubblica","10","trachite","0.03","SANTI","pietra calcarea","no","no","0","5034107.20348774","2311361.99422361","","2.5","vuoto geometrico","9.1","2.5","0.43","","no","0","0.8","3.64","420","trachite","10","420","","[232/1, 00130, 00517]","[]"
"GREGOR","ponti","muratura e pietra calcarea","0.15","0.36","3","A tutto Sesto","49.9999999998035","Ponte S. Gregorio","metallo e pietra calcarea","4","Tre scudi ad Est","2.3","13.8","4.8","FORN01","1","no","Rio de la Fornace","pubblica","9","trachite","0.03","GREGOR","pietra calcarea","no","no","0","5034278.87408224","2311354.41593743","Staffe portabandiera sulla spalletta Est.","2","vuoto decorato","4","3","0.36","","no","0","0.82","2","421","trachite","8","421","","[232/1, 00130, 00517]","[]"
"ABAZIA","ponti","legno","0.14","0.4","2","Sesto Ribassato","49.9999999997629","Ponte de l'Abazia","legno","6.6","","2.9","33.1","9.4","SALU01","1","no","Rio de la Salute","pubblica","10","legno","0.12","ABAZIA","vuoto","no","no","0","5034283.40330643","2311484.13739384","Primi cinque gradini a Nord e a sud in trachite e alzata in Pietra d'Istria.","1.2","vuoto geometrico","6.6","2.87","0.34","","no","0","0.82","5.5","422","legno","10","422","","[232/1, 00130, 00517]","[]"
"SALUTE","ponti","pietra calcarea","0.14","0.57","3","Policentrico","49.9999999998345","Ponte de la Salute","metallo e pietra calcarea","6.7","Iscrizioni lato nord","6.5","84","27","SALU02","1","no","Rio de la Salute","pubblica","11","trachite","0.03","SALUTE","pietra calcarea","no","no","0","5034223.59355125","2311492.43310204","la larghezza minima dei gradini è stata rilevata in sommità","1.6","vuoto decorato","6.7","2.1","0.475","","no","0","0.81","4.19","424","trachite","10","424","","[232/1, 00130, 00517]","[]"
"UMILTA","ponti","muratura e pietra calcarea","0.14","0.3","2","A tutto Sesto","50.0000000001459","Ponte de l'Umiltà","muratura","7.5","","3.9","63.9","10.7","SALU02","1","no","Rio de la Salute","pubblica","17","trachite","0.26","UMILTA","pietra calcarea","no","no","0","5034137.9182266","2311521.88863843","","3.5","pieno","7.5","3.7","0.37","","no","0","1.01","2.14","425","trachite","16","425","","[232/1, 00130, 00517]","[]"
