"id","polygon"
"2209","LINESTRING (12.320687922720143 45.437047933469636, 12.320388378513737 45.43706446430168)"
"2210","LINESTRING (12.320048179799777 45.43694921688725, 12.320171686704178 45.436675819658724)"
"2211","LINESTRING (12.321136932029452 45.43729404456995, 12.321188393614202 45.437589597789014)"
"2212","LINESTRING (12.321258195092799 45.43786938636515, 12.321526825819134 45.438002943592096)"
"2213","LINESTRING (12.321464246795026 45.43822978149738, 12.321353368177279 45.43850853933517)"
"2214","LINESTRING (12.321078753856968 45.438938604667385, 12.320880557899885 45.43916381204426)"
"2215","LINESTRING (12.320239815123596 45.43652901116655, 12.32040240564546 45.43627689150805)"
"2216","LINESTRING (12.322621428420046 45.43655612647967, 12.322650117567424 45.43625750140902)"
"2217","LINESTRING (12.322803872274523 45.43623687210571, 12.323094813897224 45.43616370809694)"
"2218","LINESTRING (12.316375219289183 45.43452422677875, 12.316504525018717 45.434253523937414)"
"2219","LINESTRING (12.316768544315075 45.4337810799025, 12.316923436209997 45.43352415870663)"
"2220","LINESTRING (12.324015738624402 45.43226593610437, 12.324311225894911 45.43231777501801)"
"2221","LINESTRING (12.324543327456167 45.43225403602198, 12.324650176226344 45.43197370881975)"
"2222","LINESTRING (12.324700166985592 45.43240887593668, 12.324988047306038 45.4324932851844)"
"2223","LINESTRING (12.325292105872041 45.43242758418211, 12.32549232423709 45.43220417288808)"
"2224","LINESTRING (12.325813273996909 45.432145762198985, 12.326100281118306 45.432233094393894)"
"2225","LINESTRING (12.326639576929708 45.43229443711591, 12.326939565408555 45.432291807941475)"
"2226","LINESTRING (12.327343698135273 45.432308705294616, 12.327634004264496 45.432384351519474)"
"2227","LINESTRING (12.327037736270974 45.431891510089514, 12.326887430773809 45.43163187908689)"
"2228","LINESTRING (12.326369404411315 45.430776532787995, 12.326209708122446 45.43052257000466)"
"2229","LINESTRING (12.325746500247918 45.43268181897483, 12.326038659947931 45.43274995640719)"
"2230","LINESTRING (12.326834809206511 45.43291839877681, 12.327131092857718 45.432965473165034)"
"2231","LINESTRING (12.3252773699265 45.4332607959592, 12.325575816099988 45.4332912899181)"
"2232","LINESTRING (12.326735967271652 45.433403226595566, 12.327034974443727 45.43342761329372)"
"2233","LINESTRING (12.326375465617922 45.434745031797426, 12.326674872010699 45.434726168818734)"
"2234","LINESTRING (12.327313450773024 45.43422041484419, 12.32732977410142 45.43392085925845)"
"2235","LINESTRING (12.327392550589076 45.43475256927707, 12.327647298174854 45.43491101064648)"
"2236","LINESTRING (12.327986998462338 45.43506602456427, 12.328267183341223 45.435173245987706)"
"2237","LINESTRING (12.328903950820239 45.435387749121446, 12.329190495075752 45.435476588243645)"
"2238","LINESTRING (12.329695702402889 45.43547132274225, 12.329882845900178 45.43523685033146)"
"2239","LINESTRING (12.330016484043082 45.43505296134805, 12.330162152407066 45.43479070054707)"
"2240","LINESTRING (12.330400702319388 45.4347775537111, 12.330695075762023 45.43483538342899)"
"2241","LINESTRING (12.330979217710073 45.43478401605467, 12.331169346118578 45.434551957466645)"
"2242","LINESTRING (12.33133874918227 45.43451265926815, 12.33159987681596 45.43466034934542)"
"2243","LINESTRING (12.33145737009202 45.43495280505255, 12.33124665269264 45.43516634235046)"
"2244","LINESTRING (12.331831885069953 45.43517669337819, 12.331604815826509 45.435372753467654)"
"2245","LINESTRING (12.327947829321046 45.432480470103066, 12.328233485307168 45.43257212520435)"
"2246","LINESTRING (12.328917359864617 45.43289813924804, 12.329179125383147 45.433044695767194)"
"2247","LINESTRING (12.329660103272122 45.43327711284606, 12.329929250142811 45.433144598839256)"
"2248","LINESTRING (12.32963525848592 45.43277661722811, 12.329430001606065 45.432557825973085)"
"2249","LINESTRING (12.329016129289045 45.432110521026836, 12.328818134999178 45.431885136330855)"
"2250","LINESTRING (12.328706296396819 45.43179986811245, 12.328429584689113 45.43191575871094)"
"2251","LINESTRING (12.328179775290286 45.43208051597793, 12.32793270135686 45.432250676112574)"
"2252","LINESTRING (12.327611676698268 45.43257346326102, 12.32746116265536 45.43283297342053)"
"2253","LINESTRING (12.327361653028984 45.433078043856064, 12.327356523715245 45.433378000003096)"
"2254","LINESTRING (12.328366469755087 45.431886371783996, 12.328167337362368 45.43166199199397)"
"2255","LINESTRING (12.32903206270482 45.43163429035357, 12.328765501152303 45.431771930967926)"
"2256","LINESTRING (12.329050410925662 45.431594066957665, 12.328898480590896 45.431335383418606)"
"2257","LINESTRING (12.329191037174352 45.43158079275048, 12.329479101934316 45.4314970151039)"
"2258","LINESTRING (12.329831670138264 45.43141382607214, 12.33012555015027 45.43135353893799)"
"2259","LINESTRING (12.33026982321615 45.43118080755051, 12.330107226069037 45.43092869216472)"
"2260","LINESTRING (12.329589306010018 45.430187104685416, 12.329415730389023 45.4299424181435)"
"2261","LINESTRING (12.330437650641528 45.4314768648328, 12.33057367503784 45.43174425474213)"
"2262","LINESTRING (12.330987860640066 45.432614315367026, 12.331115052535187 45.432886017817914)"
"2263","LINESTRING (12.32990901918544 45.43209747326187, 12.329780157106772 45.43182655894943)"
"2264","LINESTRING (12.331259012583132 45.43034552748936, 12.331559001372518 45.430342933989486)"
"2265","LINESTRING (12.332103301806647 45.43063560430456, 12.332089211084778 45.43093527320779)"
"2266","LINESTRING (12.332069685245367 45.43138203240157, 12.332058563667195 45.43168182618153)"
"2267","LINESTRING (12.332196009249248 45.432315503913195, 12.332280936655433 45.43260323179798)"
"2268","LINESTRING (12.332607295215533 45.4326896505662, 12.332552895185456 45.43239462406447)"
"2269","LINESTRING (12.332469990816035 45.43171830474228, 12.332495407713035 45.43141938337913)"
"2270","LINESTRING (12.332441517954413 45.43125935689573, 12.33214230508709 45.43123763916035)"
"2271","LINESTRING (12.331363146222369 45.431263522145315, 12.33106342559184 45.431276466010075)"
"2272","LINESTRING (12.332539567226313 45.43107422775004, 12.332587825681408 45.43077813465401)"
"2273","LINESTRING (12.33268000940307 45.429958975747375, 12.33270906206372 45.42966038582305)"
"2274","LINESTRING (12.332798206249624 45.428918161217275, 12.332870145175153 45.42862691425851)"
"2275","LINESTRING (12.330279547115929 45.42962711880708, 12.330128575949324 45.42936787431466)"
"2276","LINESTRING (12.328934534957979 45.42923614502242, 12.328802138823937 45.428966940149344)"
"2277","LINESTRING (12.334807844814243 45.42948470265403, 12.334643844541429 45.429735907571406)"
"2278","LINESTRING (12.33448409235148 45.43015526251907, 12.33438252175211 45.430437545025335)"
"2279","LINESTRING (12.334211418128639 45.43095481983588, 12.334140688275 45.43124636277921)"
"2280","LINESTRING (12.332925406287718 45.43128743558846, 12.333224942251068 45.431304115116646)"
"2281","LINESTRING (12.333726429852218 45.43133586703856, 12.334024915040155 45.43136597671447)"
"2282","LINESTRING (12.334957694216785 45.431453312764965, 12.335256407795447 45.43148106520491)"
"2283","LINESTRING (12.336338143238816 45.431559061564364, 12.33663814149152 45.43155803766239)"
"2284","LINESTRING (12.333626369742394 45.431448163090174, 12.333588496309655 45.43174576282656)"
"2285","LINESTRING (12.336028126991392 45.431784631905785, 12.33593160678212 45.432068680931835)"
"2286","LINESTRING (12.333537852789304 45.432354755389866, 12.33351623650127 45.432653975603245)"
"2287","LINESTRING (12.33409570934469 45.43334796886793, 12.334380185472744 45.43344322291019)"
"2288","LINESTRING (12.334965492535483 45.43368998126368, 12.335140662971012 45.433446433899675)"
"2289","LINESTRING (12.335100547437944 45.43348835204544, 12.335399245091311 45.433460428724125)"
"2290","LINESTRING (12.335566239648447 45.43301673364018, 12.335677549627462 45.43273814776729)"
"2291","LINESTRING (12.334812014011149 45.433965086972805, 12.334661735303033 45.43422473348228)"
"2292","LINESTRING (12.327013254254826 45.43546401609076, 12.327263558756623 45.43529864482245)"
"2293","LINESTRING (12.32844535072118 45.43549888499743, 12.328374845459889 45.43579048233646)"
"2294","LINESTRING (12.328112529601468 45.43612916131074, 12.327844388265463 45.43626369838342)"
"2295","LINESTRING (12.327681618655905 45.436426386279365, 12.327855859885009 45.436670599289016)"
"2296","LINESTRING (12.327716739933424 45.43685439252078, 12.327469032519938 45.437023629151874)"
"2297","LINESTRING (12.327220893385261 45.43725358963316, 12.327061362094183 45.43750765609526)"
"2298","LINESTRING (12.327523641732746 45.43771961447534, 12.327817774907153 45.43777865408674)"
"2299","LINESTRING (12.328476910752357 45.43777347186793, 12.328705088606657 45.43757870311579)"
"2300","LINESTRING (12.328795918471407 45.4374536455132, 12.328512527559461 45.437355209792926)"
"2301","LINESTRING (12.328923229876644 45.437193185444556, 12.329014653595419 45.436907455320764)"
"2302","LINESTRING (12.329329476465496 45.436477170457245, 12.329576711093164 45.43630724388816)"
"2303","LINESTRING (12.329844750969507 45.43609444626163, 12.33002036910213 45.43585122152708)"
"2304","LINESTRING (12.329688038163672 45.43564064234847, 12.329965401117102 45.43575496553975)"
"2305","LINESTRING (12.330216756091968 45.43582968530337, 12.330509353954756 45.43589591589065)"
"2306","LINESTRING (12.330777065376301 45.43596284214038, 12.3310657497212 45.43604445922811)"
"2307","LINESTRING (12.331707719953751 45.43621453507623, 12.331997984789531 45.43629033959529)"
"2308","LINESTRING (12.332639002542129 45.43631969852029, 12.332853387050244 45.43610984313514)"
"2309","LINESTRING (12.331243355738959 45.43593437858448, 12.331368868585248 45.43566189642833)"
"2310","LINESTRING (12.330920027936951 45.43554312034189, 12.330755146807611 45.4357937479804)"
"2311","LINESTRING (12.331128408760359 45.436212308532575, 12.331025655718948 45.43649416277235)"
"2312","LINESTRING (12.330897115463973 45.437036728516446, 12.330839933117343 45.4373312283963)"
"2313","LINESTRING (12.332403838066764 45.436582316129105, 12.332215574482571 45.436815890149205)"
"2314","LINESTRING (12.331754774804965 45.43732478656219, 12.331548320425545 45.43754244820149)"
"2315","LINESTRING (12.330844842539776 45.43776747393649, 12.331127528986691 45.43786791482822)"
"2316","LINESTRING (12.330007923614103 45.4364215050921, 12.330188699975524 45.43666092085422)"
"2317","LINESTRING (12.33038234652132 45.43715072444996, 12.330368037515816 45.43745038300958)"
"2318","LINESTRING (12.328658423523992 45.43810960804926, 12.328901793414486 45.43828502497091)"
"2319","LINESTRING (12.329355432583766 45.438422398040665, 12.329610738110942 45.43826485729104)"
"2320","LINESTRING (12.329940085412675 45.43802002437566, 12.33016993223668 45.43782722801289)"
"2321","LINESTRING (12.329369495643494 45.43857041039302, 12.32964911063581 45.438679109316986)"
"2322","LINESTRING (12.32996128626193 45.438603441047924, 12.330187498310583 45.43840639255378)"
"2323","LINESTRING (12.330459948917964 45.438122008372915, 12.330644952092529 45.437885843546155)"
"2324","LINESTRING (12.330493425912184 45.438400053676034, 12.330719914019856 45.43859678480494)"
"2325","LINESTRING (12.331186952996513 45.43859335900139, 12.331463558588785 45.43847721535617)"
"2326","LINESTRING (12.331398524188474 45.437993036295815, 12.331665843105801 45.4381292001546)"
"2327","LINESTRING (12.331894468307144 45.43815574999573, 12.331739600124411 45.438412685485645)"
"2328","LINESTRING (12.33179445350579 45.43835290748466, 12.332043385098256 45.43852033825326)"
"2329","LINESTRING (12.332047409361044 45.43852712730791, 12.332339333659371 45.43859626632761)"
"2330","LINESTRING (12.33285717302417 45.43906500019219, 12.333080905514752 45.43926485957439)"
"2331","LINESTRING (12.333746161202484 45.439863427280244, 12.333966454115071 45.44006707165818)"
"2332","LINESTRING (12.333182547733509 45.43666087626494, 12.333465299089893 45.43676113428438)"
"2333","LINESTRING (12.334406697050412 45.43710712418978, 12.334685516078622 45.43721784884606)"
"2334","LINESTRING (12.335480253684386 45.43782898462098, 12.335694664293454 45.43803881333855)"
"2335","LINESTRING (12.336037654076634 45.43883096392307, 12.335890983724148 45.43909266567641)"
"2336","LINESTRING (12.335653317482235 45.43944937197923, 12.335425244288691 45.43964426327813)"
"2337","LINESTRING (12.334868334700085 45.439895762730785, 12.334588965955723 45.44000509298586)"
"2338","LINESTRING (12.33361886683739 45.44047265896829, 12.333358501680657 45.44062168911678)"
"2339","LINESTRING (12.332746428253436 45.44076683275213, 12.332539587692985 45.44054953806156)"
"2340","LINESTRING (12.331742462794468 45.43968244455012, 12.3315401374142 45.43946093960549)"
"2341","LINESTRING (12.332656117460331 45.441012209382784, 12.332389871281286 45.441150459056)"
"2342","LINESTRING (12.332172991035419 45.44126312883255, 12.331953057509319 45.441467161290994)"
"2343","LINESTRING (12.33174499009338 45.44131842941535, 12.331501052082082 45.441143803395974)"
"2344","LINESTRING (12.330434143435923 45.440250871800664, 12.33020738904569 45.44005444765116)"
"2345","LINESTRING (12.329172322103657 45.439163711627174, 12.328941799525987 45.43897172375989)"
"2346","LINESTRING (12.3285676250967 45.43895962464455, 12.328319468282164 45.439128201616285)"
"2347","LINESTRING (12.3281345569067 45.439271744594734, 12.32838237759368 45.439440815311016)"
"2348","LINESTRING (12.327956067378485 45.439179446724324, 12.327688164087439 45.43904443625567)"
"2349","LINESTRING (12.327843516577078 45.43854207547686, 12.328025832592251 45.438303830076876)"
"2350","LINESTRING (12.326967218476476 45.43893446772354, 12.326667563085223 45.43892009251941)"
"2351","LINESTRING (12.327310769003537 45.439240449525876, 12.327129360325303 45.439479386528994)"
"2352","LINESTRING (12.32700194509533 45.44011953386598, 12.327070472846433 45.44041160226094)"
"2353","LINESTRING (12.32717243149778 45.440818973754084, 12.3272769365382 45.441100183100524)"
"2354","LINESTRING (12.328629325669421 45.43998797881022, 12.328829821956159 45.44021114072231)"
"2355","LINESTRING (12.328968893471234 45.44039780088766, 12.32872255512747 45.44056902419329)"
"2356","LINESTRING (12.32868451935769 45.44059358832734, 12.328427644558694 45.440748557155295)"
"2357","LINESTRING (12.328477324215521 45.43986151169579, 12.32844808902601 45.43956293958775)"
"2358","LINESTRING (12.328578342226407 45.439756923085525, 12.328842771508086 45.439615229207774)"
"2359","LINESTRING (12.329021001311535 45.439513576322575, 12.329275899163793 45.439355376812735)"
"2360","LINESTRING (12.329563886582827 45.439172793357564, 12.329816740739057 45.439011347466696)"
"2361","LINESTRING (12.330047747132275 45.43888293656235, 12.329789358983055 45.438730504399274)"
"2362","LINESTRING (12.330753775449082 45.43973839042603, 12.330945995575199 45.43996871937149)"
"2363","LINESTRING (12.331806043757716 45.4409510333959, 12.332034638795573 45.4411453123414)"
"2364","LINESTRING (12.329780103832555 45.44027265118392, 12.330007711589914 45.44046808585021)"
"2365","LINESTRING (12.335581518914339 45.439840445599536, 12.335840229970842 45.43999232907212)"
"2366","LINESTRING (12.336263176466575 45.44009993352707, 12.336560387127536 45.440059119031964)"
"2367","LINESTRING (12.337004409184958 45.440085126019596, 12.33729795266054 45.440147031010866)"
"2368","LINESTRING (12.337747707810152 45.44024753473843, 12.338039478750652 45.440317318105215)"
"2369","LINESTRING (12.336002476413594 45.43945077316559, 12.336294920602999 45.43951767904039)"
"2370","LINESTRING (12.336455686197354 45.43851851455172, 12.336754957841123 45.43849762237049)"
"2371","LINESTRING (12.337261463562179 45.43841637016288, 12.337552457701587 45.43834341530815)"
"2372","LINESTRING (12.337829465654448 45.438040546921336, 12.337800371646654 45.43833913281971)"
"2373","LINESTRING (12.338115800800605 45.43851106142503, 12.338356168133242 45.438690570604194)"
"2374","LINESTRING (12.338178873990143 45.43805113910884, 12.338476090015051 45.43801036369299)"
"2375","LINESTRING (12.333140354724023 45.43589645238964, 12.333398227584603 45.43574315011381)"
"2376","LINESTRING (12.33366053998667 45.435504063595474, 12.333822895869329 45.435251792774)"
"2377","LINESTRING (12.32862719899137 45.44119286407682, 12.328763324618361 45.441460202464775)"
"2378","LINESTRING (12.329004634343471 45.44196582013873, 12.329088165362807 45.442253956510626)"
"2379","LINESTRING (12.329090457929238 45.44106050481552, 12.329278503057191 45.44129425474568)"
"2380","LINESTRING (12.329695939100711 45.44183798296437, 12.329828967984765 45.44210687572368)"
"2381","LINESTRING (12.32963205287887 45.44221894553223, 12.329338333233109 45.442280009185026)"
"2382","LINESTRING (12.328389801792328 45.442357217371, 12.328090055814814 45.442369560343266)"
"2383","LINESTRING (12.32704046547144 45.44238825507656, 12.326740630349862 45.44237831023525)"
"2384","LINESTRING (12.325416355545949 45.44207218200656, 12.325128759645812 45.44198680871903)"
"2385","LINESTRING (12.323759775711112 45.44154803319377, 12.323479650660977 45.44144065555976)"
"2386","LINESTRING (12.32737646280358 45.4423343208913, 12.327404612568673 45.442035644493295)"
"2387","LINESTRING (12.327373477815568 45.441707274879604, 12.32733148543653 45.44141022835109)"
"2388","LINESTRING (12.326259602685028 45.44252808216831, 12.326054076144374 45.44274662013089)"
"2389","LINESTRING (12.325823254685037 45.44312114807963, 12.32571849854314 45.4434022639823)"
"2390","LINESTRING (12.329155517569184 45.44249688957108, 12.329234187491693 45.44278639094119)"
"2391","LINESTRING (12.329468450436112 45.44322401590391, 12.329640755022416 45.443469599147505)"
"2392","LINESTRING (12.329862051611308 45.4437933162268, 12.330015721619247 45.44405097011996)"
"2393","LINESTRING (12.330725613185063 45.44388350497847, 12.331010563697909 45.4437896795809)"
"2394","LINESTRING (12.33165050862498 45.44359180232835, 12.33189892026295 45.44342360108542)"
"2395","LINESTRING (12.331841312125038 45.44343643362069, 12.33158260820412 45.443284537994344)"
"2396","LINESTRING (12.331561686445312 45.44327231199949, 12.331276068204744 45.44318053934205)"
"2397","LINESTRING (12.331548474965123 45.44286235180821, 12.331743692965626 45.44263455819047)"
"2398","LINESTRING (12.332173690691342 45.44161900654931, 12.332420930488784 45.44178892559639)"
"2399","LINESTRING (12.332879700754727 45.44215532298284, 12.333102470748852 45.44235625463719)"
"2400","LINESTRING (12.332472261167522 45.44308632851814, 12.332730231013409 45.442933189500856)"
"2401","LINESTRING (12.333485295659383 45.44264789676755, 12.333750205293061 45.442788690538656)"
"2402","LINESTRING (12.333961559230428 45.442095194185164, 12.333761720857684 45.44187144292868)"
"2403","LINESTRING (12.333268811853971 45.44132720735219, 12.333064970178787 45.441107096990194)"
"2404","LINESTRING (12.334411827419139 45.44235038410015, 12.334675133249497 45.4422066133114)"
"2405","LINESTRING (12.335157592513351 45.4419650449863, 12.335428011392725 45.44183514645021)"
"2406","LINESTRING (12.335911177888251 45.441622666268884, 12.336194357523778 45.441523624388736)"
"2407","LINESTRING (12.33640858740299 45.4415667575449, 12.33657551971289 45.44181602367559)"
"2408","LINESTRING (12.335952474739035 45.441914376616694, 12.336139952651639 45.442148581724)"
"2409","LINESTRING (12.335248015493214 45.442509356673966, 12.335025883846285 45.44230771954585)"
"2410","LINESTRING (12.336838657093644 45.44221848773746, 12.336675361422525 45.44196682422442)"
"2411","LINESTRING (12.331007976049293 45.441346352861466, 12.331222922040489 45.44155563310628)"
"2412","LINESTRING (12.330203643163463 45.44207956955614, 12.330493429356983 45.44200195536901)"
"2413","LINESTRING (12.330971981863811 45.441863619062374, 12.331255780361523 45.441766364691276)"
"2414","LINESTRING (12.33153545248962 45.44165509974123, 12.331809040346867 45.441532015687166)"
"2415","LINESTRING (12.331284426837072 45.442064467239305, 12.331568086798253 45.442162124939586)"
"2416","LINESTRING (12.325487452874537 45.44801659394801, 12.3257767395209 45.44793713807198)"
"2417","LINESTRING (12.32837926153554 45.44721115008769, 12.328667893137292 45.447129346674124)"
"2418","LINESTRING (12.328244912687135 45.44637902184985, 12.32795705449607 45.44646350653389)"
"2419","LINESTRING (12.325413313361699 45.4472715607463, 12.325129380623244 45.44736842250363)"
"2420","LINESTRING (12.323926563794354 45.4479640142809, 12.32407370261666 45.44822545292948)"
"2421","LINESTRING (12.321729427159855 45.4476657581987, 12.32163492602459 45.447381031074194)"
"2422","LINESTRING (12.321478221408482 45.44695124105399, 12.321365809495505 45.446673097994)"
"2423","LINESTRING (12.322954739538126 45.44598666313914, 12.323242482912203 45.44590178822722)"
"2424","LINESTRING (12.325356027078238 45.445440777708434, 12.325655311183615 45.445461490609425)"
"2425","LINESTRING (12.326181623699867 45.445585397188324, 12.326377676159495 45.44581247301943)"
"2426","LINESTRING (12.325285227536783 45.4462221273399, 12.324995596530682 45.446300318645704)"
"2427","LINESTRING (12.322835909612527 45.446847272744336, 12.322543761311083 45.44691545903301)"
"2428","LINESTRING (12.326542344568164 45.44622346491733, 12.326619261778784 45.44651343688617)"
"2429","LINESTRING (12.326933165546441 45.44579064932133, 12.327224766274762 45.44572015807902)"
"2430","LINESTRING (12.328222979781849 45.44547621283699, 12.328514241681184 45.445404334425795)"
"2431","LINESTRING (12.324844091546732 45.44401077692105, 12.324575403719424 45.44414421923614)"
"2432","LINESTRING (12.322870523074753 45.44481302612434, 12.322583267727667 45.44489953835221)"
"2433","LINESTRING (12.321262461021554 45.44536803642453, 12.320991305993267 45.445496391208756)"
"2434","LINESTRING (12.319628489987752 45.44618779814556, 12.319362541849683 45.44632662029025)"
"2435","LINESTRING (12.320421224663594 45.44558318187932, 12.320172560685098 45.445415353914434)"
"2436","LINESTRING (12.321576217403035 45.445053666298286, 12.321387724986387 45.44482027690507)"
"2437","LINESTRING (12.321124487103262 45.444481609200736, 12.32094286823122 45.44424283192937)"
"2438","LINESTRING (12.320777592162235 45.44404745416638, 12.320763940055103 45.44374776496075)"
"2439","LINESTRING (12.320354597260632 45.44335072068424, 12.320145020711962 45.44313606358502)"
"2440","LINESTRING (12.32628739060668 45.44527467099156, 12.326482331406641 45.44504664010656)"
"2441","LINESTRING (12.32682387467692 45.44487291325211, 12.327112553981356 45.44495454816615)"
"2442","LINESTRING (12.327396977046273 45.44517969786922, 12.327570949842087 45.445424102178336)"
"2443","LINESTRING (12.317505562717079 45.444149540345904, 12.317748539884379 45.44397357984985)"
"2444","LINESTRING (12.318770193981504 45.44331015497162, 12.319025578589436 45.44315274244979)"
"2445","LINESTRING (12.318919986044193 45.44443380418225, 12.3191543061603 45.44462113833073)"
"2446","LINESTRING (12.323029737238963 45.44134352099862, 12.32277439507581 45.4415010023617)"
"2447","LINESTRING (12.323023132393484 45.44178641490418, 12.323264585702002 45.44196446068427)"
"2448","LINESTRING (12.323752093649 45.44205013102016, 12.323970918503802 45.441844909961496)"
"2449","LINESTRING (12.341552419504346 45.44200822367061, 12.341377255649142 45.441764671573864)"
"2450","LINESTRING (12.340582742106843 45.440609645131715, 12.340415102552004 45.4403608540956)"
"2451","LINESTRING (12.342219698753837 45.44129479868562, 12.342053235430875 45.441045219114926)"
"2452","LINESTRING (12.341210362210504 45.43961187985971, 12.3410699960315 45.439346743412216)"
"2453","LINESTRING (12.338068726388675 45.439168012716536, 12.338346075540274 45.43905365604596)"
"2454","LINESTRING (12.339007787697701 45.43926663968273, 12.339219037945094 45.439479649853794)"
"2455","LINESTRING (12.336644784090176 45.43958282513234, 12.336944689313995 45.43959036547225)"
"2456","LINESTRING (12.337244133995734 45.43950171847609, 12.337522690413019 45.43939033480408)"
"2457","LINESTRING (12.335130927185311 45.43718305440997, 12.33535004510723 45.43697814629326)"
"2458","LINESTRING (12.336172399873178 45.43634984889956, 12.336415509040407 45.43617407082126)"
"2459","LINESTRING (12.333953790320535 45.4350583895779, 12.334134244067002 45.434818730558895)"
"2460","LINESTRING (12.331433463582174 45.43426866580496, 12.33164419794412 45.43405514524694)"
"2461","LINESTRING (12.334926427613938 45.43460730757817, 12.335223165770847 45.43465142635234)"
"2462","LINESTRING (12.33569848239977 45.434735953462074, 12.33595016698424 45.43489921665432)"
"2463","LINESTRING (12.340262566161211 45.43543213035555, 12.340401143855399 45.43516605475976)"
"2464","LINESTRING (12.340803557837164 45.43422632001512, 12.340901125561393 45.43394262909319)"
"2465","LINESTRING (12.345842982064244 45.4360307354825, 12.345949410875146 45.43575024856977)"
"2466","LINESTRING (12.345755948531181 45.43476045443607, 12.345648274890625 45.43448044303072)"
"2467","LINESTRING (12.347647197055533 45.43574300513202, 12.347837159587197 45.4355108107381)"
"2468","LINESTRING (12.348209817965452 45.43513590893566, 12.348455649469729 45.43496395873501)"
"2469","LINESTRING (12.350599223739485 45.435910874457335, 12.35070600988683 45.436191225520716)"
"2470","LINESTRING (12.351085878885636 45.43700746207957, 12.351230859725666 45.437270103576715)"
"2471","LINESTRING (12.351563498970972 45.437968487638976, 12.351668338080852 45.43824957261018)"
"2472","LINESTRING (12.35228172634665 45.4351740078974, 12.352580022511727 45.43514207988618)"
"2473","LINESTRING (12.353625449580894 45.43540894749889, 12.353757399207113 45.43567837150699)"
"2474","LINESTRING (12.354171669273512 45.43639856156698, 12.354337027621703 45.436648874604366)"
"2475","LINESTRING (12.355905504037178 45.43679277211502, 12.356201613045602 45.436744611393145)"
"2476","LINESTRING (12.350098926025622 45.43436421324949, 12.350035159318304 45.434071068563306)"
"2477","LINESTRING (12.349706236724582 45.433217710905005, 12.349559956329795 45.43295579098194)"
"2478","LINESTRING (12.358201553504452 45.43642767335073, 12.358498226415248 45.436383117947024)"
"2479","LINESTRING (12.352106165168815 45.43287702154555, 12.351822352224753 45.432779809340644)"
"2480","LINESTRING (12.350764248997852 45.4323926371529, 12.350672010136666 45.432107169129324)"
"2481","LINESTRING (12.350692795002468 45.43211086503794, 12.350486794347033 45.431892773933214)"
"2482","LINESTRING (12.351776356618739 45.4321649855459, 12.352075472895894 45.432187995385995)"
"2483","LINESTRING (12.354216127649662 45.43236533059171, 12.354514939842774 45.432392000298265)"
"2484","LINESTRING (12.357396041399236 45.430738233252285, 12.357688116293685 45.43080673329631)"
"2485","LINESTRING (12.359269582422595 45.431472133222854, 12.359197448167297 45.43176333186504)"
"2486","LINESTRING (12.359350294702324 45.43103967076956, 12.359373128848073 45.43074054102883)"
"2487","LINESTRING (12.359391395660015 45.43003070153843, 12.359394905049424 45.429730722065486)"
"2488","LINESTRING (12.3631422255373 45.42794150447635, 12.36320086273973 45.42764729081506)"
"2489","LINESTRING (12.36356524131351 45.42589450735749, 12.363628583985387 45.425601270753496)"
"3096","LINESTRING (12.333610203324792 45.425022758991595, 12.333578529238249 45.42472443575709)"
"3097","LINESTRING (12.333453718070116 45.42388884349132, 12.333398753576889 45.42359392162967)"
"3098","LINESTRING (12.342109634103766 45.428120837266135, 12.342215849778787 45.427840269573096)"
"3099","LINESTRING (12.343021086185592 45.42655980748612, 12.343215752911446 45.426331542583334)"
"3100","LINESTRING (12.34203536124204 45.42631934617017, 12.341912977022623 45.426045444540314)"
"3101","LINESTRING (12.318158810320295 45.428131667154666, 12.31802698725959 45.42786218119833)"
"3102","LINESTRING (12.317486797624987 45.426755428704645, 12.317355439067619 45.42648571602529)"
"3103","LINESTRING (12.34623006368134 45.45941873847938, 12.346376696524565 45.45968046125119)"
"3104","LINESTRING (12.347112478832626 45.459991079824306, 12.347408469616392 45.460039961885684)"
"3105","LINESTRING (12.345160699836539 45.45485476378224, 12.345189448175235 45.45515338316041)"
"3106","LINESTRING (12.345960156655396 45.4557369839852, 12.346240274564797 45.455844380245985)"
"3107","LINESTRING (12.352802130171469 45.45450878637941, 12.352862955660292 45.45480255543821)"
"3108","LINESTRING (12.352868801144071 45.45523508499965, 12.352843738247975 45.455534036251926)"
"3109","LINESTRING (12.350391193935884 45.4521170698634, 12.350604664576913 45.45232785479032)"
"3110","LINESTRING (12.351894433042037 45.453556859003456, 12.35211525416619 45.453759930496105)"
"3111","LINESTRING (12.411542978358188 45.48761021091495, 12.411838888482709 45.48765957890261)"
"3112","LINESTRING (12.412851867871531 45.487774892254365, 12.413106350045428 45.487616024941275)"
"3113","LINESTRING (12.419720665956484 45.4866868541807, 12.419879577321796 45.48643239951287)"
"3114","LINESTRING (12.420328115041533 45.48559474057217, 12.420446444297406 45.485319062885)"
"3115","LINESTRING (12.41601506954696 45.48503748683359, 12.416260068387688 45.484864352296185)"
"3116","LINESTRING (12.417359634119736 45.483976402677364, 12.417579467355926 45.483772262166276)"
"3117","LINESTRING (12.40578809715519 45.4863857939435, 12.405924212171028 45.48611845015273)"
"3118","LINESTRING (12.406126839963473 45.485243952069546, 12.406111801717046 45.48494432922137)"
