"primary_address_id","wiki_friendly_title","store_name","store_type","nace_code","ateco_code","ethnic_ownership","corporate_ownership","opening_time_am","closing_time_am","opening_time_pm","closing_time_pm","closed_for_lunch","day_closed","opened_in_year","last_known_open_year","year_data_collected","photo_year_1","photo_url_1","photo_year_2","photo_url_2","photo_year_3","photo_url_3","photo_year_4","photo_url_4","photo_year_5","photo_url_5","photo_year_6","photo_url_6","photo_year_7","photo_url_7","photo_year_8","photo_url_8","photo_year_9","photo_url_9","photo_year_10","photo_url_10","photo_year_11","photo_url_11","photo_year_12","photo_url_12","photo_year_13","photo_url_13","photo_year_14","photo_url_14","photo_year_15","photo_url_15"
"0319004300_","Store 0319004300_ - (2011)","","Accessories","46.42","46.42.1","","","","","","","","","2011","2011","2011","2011","https://lh4.googleusercontent.com/-95PJRQ7RcOQ/TslW7DDK_sI/AAAAAAAAB_U/rDxIR00IjPU/s512/IMG_2422.JPG","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0319004523_","Store 0319004523_ - (2011)","","Accessories","46.42","46.42.1","","","","","","","","","2011","2011","2011","2011","https://lh3.googleusercontent.com/-raXoJGjcYqs/TslTcQZcckI/AAAAAAAAB3A/gbTlmMNKW1U/s512/IMG_2353.JPG","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0319004533_","Store 0319004533_ - (2011)","","Accessories","46.42","46.42.1","","","","","","","","","2011","2011","2011","2011","https://lh3.googleusercontent.com/-PuRfdl7RV8w/TslTPpizepI/AAAAAAAAB2Q/4uneRoP0kSk/s512/IMG_2346.JPG","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0319004537_","Store 0319004537_ - (2011)","","Accessories","46.42","46.42.1","","","9:30:00 AM","","","8:00:00 PM","","","2011","2011","2011","2011","https://lh6.googleusercontent.com/-rz62pMQz1oA/TslTHJY4NQI/AAAAAAAAB1w/kiV5gpmsgJA/s512/IMG_2342.JPG","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0319004925A","Store 0319004925A - (Mistero, 2004)","Mistero","Accessories","46.42","46.42.1","","","","","","","","","2004","2011","2004","2011","https://lh6.googleusercontent.com/-T_gStYBMJXc/TsZIeHkLdtI/AAAAAAAABgU/EvWtWVYmqh0/s512/IMG_2197.JPG","2011","https://lh5.googleusercontent.com/-VqaOoOp3W5Q/TsZIfte04tI/AAAAAAAABgc/40p-AG4nR_M/s512/IMG_2198.JPG","2011","https://lh6.googleusercontent.com/-JqeDQEI1xcA/TsZIhKyjZHI/AAAAAAAABgk/DY711MNti4I/s512/IMG_2199.JPG","","","","","","","","","","","","","","","","","","","","","","","",""
"0319005226_","Store 0319005226_ - (2011)","","Accessories","46.42","46.42.1","","","","","","","","","2011","2011","2011","2011","https://lh5.googleusercontent.com/-WnO_Dtcqa2M/TsEpGnuZe9I/AAAAAAAAA6U/uavt-wxfzxg/s512/IMG_1951.JPG","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0319005413_","Store 0319005413_ - (2011)","","Accessories","46.42","46.42.1","","","","","","","","","2011","2011","2011","2011","https://lh4.googleusercontent.com/-IXprDpgX1XI/TsEm0_8vFWI/AAAAAAAAAyQ/ZeiyKBoDFsU/s512/IMG_1871.JPG","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0319005414A","Store 0319005414A - (2011)","","Accessories","46.42","46.42.1","","","","","","","","","2011","2011","2011","2011","https://lh4.googleusercontent.com/-tKrrZUF9ccQ/TsEmy6inugI/AAAAAAAAAyA/l4_8wnOiT-Y/s512/IMG_1870.JPG","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0319005469_","Store 0319005469_ - (2011)","","Accessories","46.42","46.42.1","","","8:30:00 AM","","","8:00:00 PM","","","2011","2011","2011","2011","https://lh5.googleusercontent.com/-A9XjRZiYS6Q/TsEmlCGzszI/AAAAAAAAAxU/5Oem07-Fs0Y/s512/IMG_1861.JPG","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0319005605_","Store 0319005605_ - (2011)","","Accessories","46.42","46.42.1","","","","","","","","","2011","2011","2011","2011","https://lh6.googleusercontent.com/--QR3HyjnprU/TsElbrpybnI/AAAAAAAAAtM/-Wc73DyBbAw/s512/IMG_1825.JPG","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0319005606_","Store 0319005606_ - (2011)","","Accessories","46.42","46.42.1","","","","","","","","","2011","2011","2011","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0319005705_","Store 0319005705_ - (2011)","","Accessories","46.42","46.42.1","","","9:30:00 AM","12:00:00 PM","3:30:00 PM","7:00:00 PM","","Saturday, Sunday afternoon","2011","2011","2011","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0319006341_","Store 0319006341_ - (Kelly Accessories, 2011)","Kelly Accessories","Accessories","46.42","46.42.1","","","9:30:00 AM","","","8:00:00 PM","","","2011","2011","2011","2011","https://lh5.googleusercontent.com/-yrVQpon8qGU/TsEdFqitJdI/AAAAAAAAAQw/XIoXIPlkHSk/s512/IMG_1447.JPG","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
