"primary_address_id","wiki_friendly_title","secondary_address_id","setiere_code","sestiere_name","street_name","street_number","sestiere_address","street_and_number","accessory_addresses","latitude","longitude"
"0319004925A","Store location - 0319004925A","0319004925_;0319004924_","CS","Castello","Salizada Zorzi","4925A","CS4925A","Salizada Zorzi 4925A","Castello Ruga Giuffa 4925;Castello Ruga Giuffa 4924","45.43605112","12.34258771"
