"primary_address_id","wiki_friendly_title","store_name","store_type","nace_code","ateco_code","ethnic_ownership","corporate_ownership","opening_time_am","closing_time_am","opening_time_pm","closing_time_pm","closed_for_lunch","day_closed","opened_in_year","last_known_open_year","year_data_collected","photo_year_1","photo_url_1","photo_year_2","photo_url_2","photo_year_3","photo_url_3","photo_year_4","photo_url_4","photo_year_5","photo_url_5","photo_year_6","photo_url_6","photo_year_7","photo_url_7","photo_year_8","photo_url_8","photo_year_9","photo_url_9","photo_year_10","photo_url_10","photo_year_11","photo_url_11","photo_year_12","photo_url_12","photo_year_13","photo_url_13","photo_year_14","photo_url_14","photo_year_15","photo_url_15"
"0278001145_","Store 0278001145_ - (2004)","","Antiques","47.79","47.79.2","","","","","","","","","2004","2005","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0278003378_","Store 0278003378_ - (2005)","","Antiques","47.79","47.79.2","","","","","","","","","2001","2005","2005","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0278003714_","Store 0278003714_ - (2004)","","Antiques","47.79","47.79.2","","","","","","","","","2004","2005","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0278004467_","Store 0278004467_ - (2004)","","Antiques","47.79","47.79.2","","","","","","","","","2004","2005","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0278005306A","Store 0278005306A - (2005)","","Antiques","47.79","47.79.2","","","","","","","","","1995","2005","2005","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0707002860_","Store 0707002860_ - (La luna nel Pozzo, 2005)","La luna nel Pozzo","Antiques","47.79","47.79.2","","","","","","","","","1995","2005","2005","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0707003182_","Store 0707003182_ - (2005)","","Antiques","47.79","47.79.2","","","","","","","","","2005","2005","2005","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0707003771_","Store 0707003771_ - (Estro Antichita, 2004)","Estro Antichita","Antiques","47.79","47.79.2","","","","","","","","","2004","2005","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0707003914_","Store 0707003914_ - (2004)","","Antiques","47.79","47.79.2","","","","","","","","","2004","2005","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0707003921_","Store 0707003921_ - (Mercantino Dell' Antiquariato, 2004)","Mercantino Dell' Antiquariato","Antiques","47.79","47.79.2","","","","","","","","","2004","2005","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0278001020_","Store 0278001020_ - (2005)","","Art","47.78","47.78.3","","","","","","","","","1985","2005","2005","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0278001889C","Store 0278001889C - (2005)","","Art","47.78","47.78.3","","","","","","","","","1965","2005","2005","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0278002100A","Store 0278002100A - (2004)","","Art","47.78","47.78.3","","","","","","","","","2004","2005","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0278002282_","Store 0278002282_ - (El Boccil, 2004)","El Boccil","Art","47.78","47.78.3","","","","","","","","","2004","2005","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0278004868A","Store 0278004868A - (Marista, 2004)","Marista","Art","47.78","47.78.3","","","","","","","","","2004","2005","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0278005306C","Store 0278005306C - (2005)","","Art","47.78","47.78.3","","","","","","","","","1995","2005","2005","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0278005324_","Store 0278005324_ - (2004)","","Art","47.78","47.78.3","","","","","","","","","2004","2005","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0278005343_","Store 0278005343_ - (2005)","","Art","47.78","47.78.3","","","","","","","","","1975","2005","2005","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0278005419A","Store 0278005419A - (2005)","","Art","47.78","47.78.3","","","","","","","","","2000","2005","2005","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
