"primary_address_id","wiki_friendly_title","store_name","store_type","nace_code","ateco_code","ethnic_ownership","corporate_ownership","opening_time_am","closing_time_am","opening_time_pm","closing_time_pm","closed_for_lunch","day_closed","opened_in_year","last_known_open_year","year_data_collected","photo_year_1","photo_url_1","photo_year_2","photo_url_2","photo_year_3","photo_url_3","photo_year_4","photo_url_4","photo_year_5","photo_url_5","photo_year_6","photo_url_6","photo_year_7","photo_url_7","photo_year_8","photo_url_8","photo_year_9","photo_url_9","photo_year_10","photo_url_10","photo_year_11","photo_url_11","photo_year_12","photo_url_12","photo_year_13","photo_url_13","photo_year_14","photo_url_14","photo_year_15","photo_url_15"
"0319003206_","Store 0319003206_ - (2004)","","Bakery","10.71","10.71.1","","","","","","","","","1960","1960","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0319003270_","Store 0319003270_ - (2004)","","Butcher","47.22","47.22.0","","","","","","","","","1960","1960","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0319004976A","Store 0319004976A - (2004)","","Electronics","46.43","46.43.1","","","","","","","","","1960","1960","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1600001588_","Store 1600001588_ - (Brighenti, 2004)","Brighenti","Fitness","93.13","93.13.0","","","","","","","","","1960","1960","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0319001386_","Store 0319001386_ - (2004)","","Hair Salon","96.02","96.02.0","","","","","","","","","1960","1960","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0319005433_","Store 0319005433_ - (2004)","","Hair Salon","96.02","96.02.0","","","","","","","","","1960","1960","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0319004966_","Store 0319004966_ - (2004)","","Leather goods","47.71","47.71.4","","","","","","","","","1960","1960","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1600001492_","Store 1600001492_ - (2004)","","Pharmacy","46.46","46.46.1","","","","","","","","","1960","1960","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0319003184A","Store 0319003184A - (2004)","","Repair","33.12","33.12.1","","","","","","","","","1960","1960","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0319003225_","Store 0319003225_ - (2004)","","Repair","33.12","33.12.1","","","","","","","","","1960","1960","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0319006341_","Store 0319006341_ - (2004)","","Repair","33.12","33.12.1","","","","","","","","","1960","1960","2004","2011","https://lh5.googleusercontent.com/-yrVQpon8qGU/TsEdFqitJdI/AAAAAAAAAQw/XIoXIPlkHSk/s512/IMG_1447.JPG","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0319003219_","Store 0319003219_ - (2004)","","Restaurant","47.29","47.29.9","","","","","","","","","1960","1960","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
