"primary_address_id","wiki_friendly_title","secondary_address_id","setiere_code","sestiere_name","street_name","street_number","sestiere_address","street_and_number","accessory_addresses","latitude","longitude"
"1621000838_","Store location - 1621000838_","","SP","San Polo","Calle De Le Spade","838","SP838","Calle De Le Spade 838","","45.43904182","12.33372817"
"1621002721_","Store location - 1621002721_","","SP","San Polo","Calle Dei Saoneri","2721","SP2721","Calle Dei Saoneri 2721","","45.43663915","12.32849093"
"1621001137_","Store location - 1621001137_","","SP","San Polo","Campo Sant'Aponal","1137","SP1137","Campo Sant'Aponal 1137","","45.43770994","12.33246148"
"0707003665_","Store location - 0707003665_","","DD","Dorsoduro","Calle De La Chiesa","3665","DD3665","Calle De La Chiesa 3665","","45.43505351","12.32391271"
"0707003682_","Store location - 0707003682_","0707003683_","DD","Dorsoduro","Calle De La Chiesa","3682","DD3682","Calle De La Chiesa 3682","Dorsoduro Calle De La Chiesa 3683","45.43517437","12.32395475"
"1561000133_","Store location - 1561000133_","","SC","Santa Croce","Salizada San Pantalon","133","SC133","Salizada San Pantalon 133","","45.43663345","12.32274619"
"1621001140A","Store location - 1621001140A","","SP","San Polo","Calle Dei Sbianchesini","1140A","SP1140A","Calle Dei Sbianchesini 1140A","","45.43754237","12.33257934"
"1621002424_","Store location - 1621002424_","","SP","San Polo","Calle De L'Ogio O Del Cafetier","2424","SP2424","Calle De L'Ogio O Del Cafetier 2424","","45.43874622","12.32632191"
"0319004268_","Store location - 0319004268_","","CS","Castello","Calle Dei Albanesi","4268","CS4268","Calle Dei Albanesi 4268","","45.44246","12.335465"
"0707000722_","Store location - 0707000722_","","DD","Dorsoduro","Fondamenta Venier Dai Leoni","722","DD722","Fondamenta Venier Dai Leoni 722","","45.43042667","12.33086247"
"0707000728_","Store location - 0707000728_","","DD","Dorsoduro","Calle De La Chiesa","728","DD728","Calle De La Chiesa 728","","45.43050517","12.33062474"
"0707001193_","Store location - 0707001193_","","DD","Dorsoduro","Saca De La Toleta","1193","DD1193","Saca De La Toleta 1193","","45.43174222","12.32623087"
"0707001609_","Store location - 0707001609_","","DD","Dorsoduro","Calle De L'Avogaria","1609","DD1609","Calle De L'Avogaria 1609","","45.43224755","12.3214223"
"0707001768_","Store location - 0707001768_","","DD","Dorsoduro","Fondamenta De La Pescaria","1768","DD1768","Fondamenta De La Pescaria 1768","","45.43249279","12.31799512"
"0707002338_","Store location - 0707002338_","","DD","Dorsoduro","Corte Mazor","2338","DD2338","Corte Mazor 2338","","45.43273063","12.31740407"
"0707002611_","Store location - 0707002611_","","DD","Dorsoduro","Campo Dei Carmini","2611","DD2611","Campo Dei Carmini 2611","","45.43372708","12.32184725"
"0707002760_","Store location - 0707002760_","","DD","Dorsoduro","Campo San Barnaba","2760","DD2760","Campo San Barnaba 2760","","45.43284355","12.32487653"
"0707002860_","Store location - 0707002860_","","DD","Dorsoduro","Calle Longa De San Barnaba","2860","DD2860","Calle Longa De San Barnaba 2860","","45.43275457","12.32436299"
"0707002867A","Store location - 0707002867A","","DD","Dorsoduro","Calle Longa De San Barnaba","2867A","DD2867A","Calle Longa De San Barnaba 2867A","","45.43265177","12.3238186"
"0707003212_","Store location - 0707003212_","","DD","Dorsoduro","Calle Del Capeler","3212","DD3212","Calle Del Capeler 3212","","45.43376411","12.32551738"
"0707003525_","Store location - 0707003525_","","DD","Dorsoduro","Fondamenta Del Gaffaro","3525","DD3525","Fondamenta Del Gaffaro 3525","","45.43692441","12.32115036"
"0707003964_","Store location - 0707003964_","","DD","Dorsoduro","Calle Del Scaleter","3964","DD3964","Calle Del Scaleter 3964","","45.43611693","12.32551736"
"1561000169_","Store location - 1561000169_","","SC","Santa Croce","Fondamenta Dei Tolentini","169","SC169","Fondamenta Dei Tolentini 169","","45.43718116","12.32123231"
"1561000295_","Store location - 1561000295_","","SC","Santa Croce","Fondamenta De La Cazziola","295","SC295","Fondamenta De La Cazziola 295","","45.43577135","12.32025381"
"1561000664C","Store location - 1561000664C","","SC","Santa Croce","Calle Sechera","664C","SC664C","Calle Sechera 664C","","45.43922207","12.32325316"
"1561001840_","Store location - 1561001840_","","SC","Santa Croce","Calle Del Tintor","1840","SC1840","Calle Del Tintor 1840","","45.44068828","12.329184"
"1561002033_","Store location - 1561002033_","","SC","Santa Croce","Campiello Del Spezier","2033","SC2033","Campiello Del Spezier 2033","","45.44029788","12.3299766"
"1561002039_","Store location - 1561002039_","1561002038_","SC","Santa Croce","Campiello Del Spezier","2039","SC2039","Campiello Del Spezier 2039","Santa Croce Campiello Del Spezier 2038","45.44021118","12.33013084"
"1561002264_","Store location - 1561002264_","","SC","Santa Croce","Calle De La Regina","2264","SC2264","Calle De La Regina 2264","","45.43965806","12.33111056"
"1621000061_","Store location - 1621000061_","","SP","San Polo","Sotoportego De Rialto","61","SP61","Sotoportego De Rialto 61","","45.43860035","12.33496374"
"1621000071_","Store location - 1621000071_","","SP","San Polo","Sotoportego De Rialto","71","SP71","Sotoportego De Rialto 71","","45.43834985","12.33532658"
"1621002245A","Store location - 1621002245A","","SP","San Polo","Rio Tera' Secondo","2245A","SP2245A","Rio Tera' Secondo 2245A","","45.43900167","12.32891726"
"1621002865_","Store location - 1621002865_","","SP","San Polo","Campo San Toma'","2865","SP2865","Campo San Toma' 2865","","45.43602217","12.32722174"
"1621002915_","Store location - 1621002915_","","SP","San Polo","Calle Del Cristo","2915","SP2915","Calle Del Cristo 2915","","45.43610261","12.326854"
"0707001180A","Store location - 0707001180A","","DD","Dorsoduro","Ramo Secondo De La Toleta","1180A","DD1180A","Ramo Secondo De La Toleta 1180A","","45.43186504","12.32601248"
"0707001487_","Store location - 0707001487_","0707001488_","DD","Dorsoduro","Fondamenta Zattere Al Ponte Longo","1487","DD1487","Fondamenta Zattere Al Ponte Longo 1487","Dorsoduro Fondamenta Zattere Al Ponte Longo 1488","45.43067462","12.32168998"
"0707001643_","Store location - 0707001643_","","DD","Dorsoduro","Fondamenta San Basegio","1643","DD1643","Fondamenta San Basegio 1643","","45.43145428","12.32072053"
"0707002755_","Store location - 0707002755_","","DD","Dorsoduro","Calle Longa De San Barnaba","2755","DD2755","Calle Longa De San Barnaba 2755","","45.43281719","12.32475986"
"0707003702_","Store location - 0707003702_","","DD","Dorsoduro","Campo San Pantalon","3702","DD3702","Campo San Pantalon 3702","","45.43553272","12.32450127"
"0707003753_","Store location - 0707003753_","","DD","Dorsoduro","Calle San Pantalon","3753","DD3753","Calle San Pantalon 3753","","45.43561338","12.32499967"
"1561000111_","Store location - 1561000111_","","SC","Santa Croce","Salizada San Pantalon","111","SC111","Salizada San Pantalon 111","","45.43647217","12.32332942"
"1561000554_","Store location - 1561000554_","","SC","Santa Croce","Fondamenta San Simon Picolo","554","SC554","Fondamenta San Simon Picolo 554","","45.43930461","12.32114527"
"1561000663A","Store location - 1561000663A","","SC","Santa Croce","Calle Sechera","663A","SC663A","Calle Sechera 663A","","45.43910072","12.32335342"
"1561001906_","Store location - 1561001906_","","SC","Santa Croce","Salizada Carminati","1906","SC1906","Salizada Carminati 1906","","45.44044843","12.32954696"
"1621000048_","Store location - 1621000048_","1621000049_","SP","San Polo","Sotoportego De Rialto","48","SP48","Sotoportego De Rialto 48","San Polo Sotoportego De Rialto 49","45.43887008","12.33457505"
"1621000051_","Store location - 1621000051_","","SP","San Polo","Sotoportego De Rialto","51","SP51","Sotoportego De Rialto 51","","45.43881032","12.33465958"
"1621000054_","Store location - 1621000054_","","SP","San Polo","Sotoportego De Rialto","54","SP54","Sotoportego De Rialto 54","","45.43875062","12.33474321"
"1621002671_","Store location - 1621002671_","","SP","San Polo","Calle Moro","2671","SP2671","Calle Moro 2671","","45.43704633","12.32844255"
"1561000048_","Store location - 1561000048_","","SC","Santa Croce","Salizada San Pantalon","48","SC48","Salizada San Pantalon 48","","45.43652888","12.32290011"
"1561000191A","Store location - 1561000191A","","SC","Santa Croce","Campazzo Dei Tolentini","191A","SC191A","Campazzo Dei Tolentini 191A","","45.43783898","12.32186687"
"1621000316_","Store location - 1621000316_","","SP","San Polo","Ruga Dei Speziali","316","SP316","Ruga Dei Speziali 316","","45.43935795","12.33382356"
"0707003682_","Store location - 0707003682_","0707003683_","DD","Dorsoduro","Calle De La Chiesa","3682","DD3682","Calle De La Chiesa 3682","Dorsoduro Calle De La Chiesa 3683","45.43517437","12.32395475"
"1621000324_","Store location - 1621000324_","","SP","San Polo","Calle De Le Becarie O Panataria","324","SP324","Calle De Le Becarie O Panataria 324","","45.43959485","12.33394783"
"1561002032_","Store location - 1561002032_","","SC","Santa Croce","Campiello Del Spezier","2032","SC2032","Campiello Del Spezier 2032","","45.44030978","12.32995654"
"1621000366_","Store location - 1621000366_","","SP","San Polo","Campo De Le Becarie","366","SP366","Campo De Le Becarie 366","","45.43933163","12.33342662"
"1621002605_","Store location - 1621002605_","","SP","San Polo","Rio Tera'","2605","SP2605","Rio Tera' 2605","","45.43711642","12.32799564"
"0707001639_","Store location - 0707001639_","","DD","Dorsoduro","Fondamenta San Basegio","1639","DD1639","Fondamenta San Basegio 1639","","45.43165974","12.32072419"
"1561000968_","Store location - 1561000968_","","SC","Santa Croce","Calle Larga Dei Bari","968","SC968","Calle Larga Dei Bari 968","","45.44064008","12.32493989"
"1561001201_","Store location - 1561001201_","","SC","Santa Croce","Corte Pisani","1201","SC1201","Corte Pisani 1201","","45.44088919","12.32490154"
"1621001726A","Store location - 1621001726A","","SP","San Polo","Calle Dei Cristi","1726A","SP1726A","Calle Dei Cristi 1726A","","45.43946584","12.33232028"
"1621002719_","Store location - 1621002719_","","SP","San Polo","Calle Dei Saoneri","2719","SP2719","Calle Dei Saoneri 2719","","45.43658845","12.32839179"
"0707003887B","Store location - 0707003887B","","DD","Dorsoduro","Calle Marcona","3887B","DD3887B","Calle Marcona 3887B","","45.43536351","12.32656171"
"1561000245_","Store location - 1561000245_","","SC","Santa Croce","Fondamenta Condulmer","245","SC245","Fondamenta Condulmer 245","","45.43796703","12.32127133"
"0707003282_","Store location - 0707003282_","","DD","Dorsoduro","Calle Del Fabbro","3282","DD3282","Calle Del Fabbro 3282","","45.43374813","12.32545388"
"0707003752A","Store location - 0707003752A","","DD","Dorsoduro","Calle San Pantalon","3752A","DD3752A","Calle San Pantalon 3752A","","45.43555486","12.32495468"
"1621000616_","Store location - 1621000616_","","SP","San Polo","Calle Dei Cinque","616","SP616","Calle Dei Cinque 616","","45.43805687","12.33451715"
"1621000821_","Store location - 1621000821_","1621000821A","SP","San Polo","Ramo Primo De La Galeazza","821","SP821","Ramo Primo De La Galeazza 821","San Polo Ramo Primo De La Galeazza 821 A","45.43907344","12.33395121"
"1621001724_","Store location - 1621001724_","","SP","San Polo","Calle Dei Cristi","1724","SP1724","Calle Dei Cristi 1724","","45.43951173","12.33228538"
"0707001195_","Store location - 0707001195_","","DD","Dorsoduro","Saca De La Toleta","1195","DD1195","Saca De La Toleta 1195","","45.43176474","12.32616249"
"0707003284_","Store location - 0707003284_","","DD","Dorsoduro","Calle Del Fabbro","3284","DD3284","Calle Del Fabbro 3284","","45.43373806","12.32530044"
"1621000056_","Store location - 1621000056_","","SP","San Polo","Sotoportego De Rialto","56","SP56","Sotoportego De Rialto 56","","45.43870169","12.33481194"
"1621000065_","Store location - 1621000065_","","SP","San Polo","Sotoportego De Rialto","65","SP65","Sotoportego De Rialto 65","","45.43850313","12.33510565"
"1621000070_","Store location - 1621000070_","","SP","San Polo","Sotoportego De Rialto","70","SP70","Sotoportego De Rialto 70","","45.4383921","12.33526296"
"1621000783_","Store location - 1621000783_","","SP","San Polo","Rugheta Ravano","783","SP783","Rugheta Ravano 783","","45.43833602","12.33384177"
"1621001130_","Store location - 1621001130_","","SP","San Polo","Calle Del Luganegher O Del Tragheto","1130","SP1130","Calle Del Luganegher O Del Tragheto 1130","","45.43755912","12.33271082"
"1621001238_","Store location - 1621001238_","","SP","San Polo","Calle De Mezzo","1238","SP1238","Calle De Mezzo 1238","","45.43748565","12.33180804"
"1621001729_","Store location - 1621001729_","","SP","San Polo","Calle Dei Cristi","1729","SP1729","Calle Dei Cristi 1729","","45.43942582","12.33238306"
"1621002543C","Store location - 1621002543C","","SP","San Polo","Fondamenta Contarina","2543C","SP2543C","Fondamenta Contarina 2543C","","45.4376897","12.32698493"
"1621001736_","Store location - 1621001736_","","SP","San Polo","Calle Dei Boteri","1736","SP1736","Calle Dei Boteri 1736","","45.43922657","12.33243315"
"0707000671B","Store location - 0707000671B","","DD","Dorsoduro","Campo San Vio","671B","DD671B","Campo San Vio 671B","","45.43058007","12.33021012"
"0707000878C","Store location - 0707000878C","","DD","Dorsoduro","Rio Tera' Foscarini","878C","DD878C","Rio Tera' Foscarini 878C","","45.43127998","12.32891174"
"0707001016_","Store location - 0707001016_","0707001017_","DD","Dorsoduro","Fondamenta Priuli","1016","DD1016","Fondamenta Priuli 1016","Dorsoduro Fondamenta Priuli 1017","45.43176408","12.32703168"
"0707001213_","Store location - 0707001213_","","DD","Dorsoduro","Saca De La Toleta","1213","DD1213","Saca De La Toleta 1213","","45.43189342","12.32578332"
"0707003755_","Store location - 0707003755_","","DD","Dorsoduro","Calle San Pantalon","3755","DD3755","Calle San Pantalon 3755","","45.43566759","12.32507033"
"1561000182_","Store location - 1561000182_","1561000181B","SC","Santa Croce","Fondamenta Dei Tolentini","182","SC182","Fondamenta Dei Tolentini 182","Santa Croce Fondamenta Dei Tolentini 181 B","45.43753481","12.32125162"
"1561001175_","Store location - 1561001175_","1561001176_","SC","Santa Croce","Lista Vechia Dei Bari","1175","SC1175","Lista Vechia Dei Bari 1175","Santa Croce Lista Vechia Dei Bari 1176","45.44076502","12.32489276"
"1621000369_","Store location - 1621000369_","","SP","San Polo","Campo De Le Becarie","369","SP369","Campo De Le Becarie 369","","45.43927925","12.33363274"
"1621001659_","Store location - 1621001659_","1621001657_","SP","San Polo","Calle Dei Boteri","1659","SP1659","Calle Dei Boteri 1659","San Polo Calle Dei Boteri 1657","45.43966057","12.33291625"
"1621001693_","Store location - 1621001693_","","SP","San Polo","Calle Dei Boteri","1693","SP1693","Calle Dei Boteri 1693","","45.43959184","12.33285386"
"1621001695_","Store location - 1621001695_","","SP","San Polo","Calle Dei Boteri","1695","SP1695","Calle Dei Boteri 1695","","45.43954954","12.33281141"
"1621002592_","Store location - 1621002592_","","SP","San Polo","Sotoportego Zen","2592","SP2592","Sotoportego Zen 2592","","45.43722364","12.32733774"
"0707000924_","Store location - 0707000924_","0707000825_","DD","Dorsoduro","Fondamenta Zattere Ai Gesuati","924","DD924","Fondamenta Zattere Ai Gesuati 924","Dorsoduro Fondamenta Zattere Ai Gesuati 925","45.42963396","12.32603862"
"0707001321_","Store location - 0707001321_","","DD","Dorsoduro","Fondamenta De Borgo","1321","DD1321","Fondamenta De Borgo 1321","","45.43209739","12.32472483"
"0707001414_","Store location - 0707001414_","","DD","Dorsoduro","Fondamenta Zattere Al Ponte Longo","1414","DD1414","Fondamenta Zattere Al Ponte Longo 1414","","45.43047619","12.32276285"
"0707002250_","Store location - 0707002250_","","DD","Dorsoduro","Fondamenta De L'Arzere","2250","DD2250","Fondamenta De L'Arzere 2250","","45.43411695","12.31695086"
"0707002334_","Store location - 0707002334_","","DD","Dorsoduro","Corte Mazor","2334","DD2334","Corte Mazor 2334","","45.43285566","12.31740321"
"0707002335_","Store location - 0707002335_","","DD","Dorsoduro","Corte Mazor","2335","DD2335","Corte Mazor 2335","","45.43282075","12.31740381"
"0707002842A","Store location - 0707002842A","0707002842_;0707002842B","DD","Dorsoduro","Campo San Barnaba","2842A","DD2842A","Campo San Barnaba 2842A","Dorsoduro Campo San Barnaba 2842 B;Dorsoduro Campo San Barnaba 2842","45.43303945","12.32476421"
"0707002856_","Store location - 0707002856_","","DD","Dorsoduro","Calle Longa De San Barnaba","2856","DD2856","Calle Longa De San Barnaba 2856","","45.43279168","12.32453508"
"0707002869A","Store location - 0707002869A","","DD","Dorsoduro","Calle Longa De San Barnaba","2869A","DD2869A","Calle Longa De San Barnaba 2869A","","45.43263085","12.32371131"
"0707002870A","Store location - 0707002870A","","DD","Dorsoduro","Calle Longa De San Barnaba","2870A","DD2870A","Calle Longa De San Barnaba 2870A","","45.43261243","12.32362036"
"0707003408_","Store location - 0707003408_","","DD","Dorsoduro","Campo Santa Margherita","3408","DD3408","Campo Santa Margherita 3408","","45.43459957","12.3241357"
"0707003740_","Store location - 0707003740_","0707003741_","DD","Dorsoduro","Calle San Pantalon","3740","DD3740","Calle San Pantalon 3740","Dorsoduro Calle San Pantalon 3741","45.43560794","12.32506703"
"0707003757_","Store location - 0707003757_","","DD","Dorsoduro","Calle San Pantalon","3757","DD3757","Calle San Pantalon 3757","","45.43572795","12.32510369"
"1621000731_","Store location - 1621000731_","","SP","San Polo","Riva Del Vin","731","SP731","Riva Del Vin 731","","45.43776312","12.33500865"
"1621000740_","Store location - 1621000740_","1621000676_;1621000740_","SP","San Polo","Riva Del Vin","740","SP740","Riva Del Vin 740","San Polo Calle Del Sturion 676;Riva Del Vin 740","45.4374998","12.33451567"
"1621001251_","Store location - 1621001251_","","SP","San Polo","Campo Sant'Aponal","1251","SP1251","Campo Sant'Aponal 1251","","45.43778522","12.33220536"
"1621001911_","Store location - 1621001911_","","SP","San Polo","Rio Tera' De Le Carampane","1911","SP1911","Rio Tera' De Le Carampane 1911","","45.43864539","12.33110556"
"1621002868_","Store location - 1621002868_","","SP","San Polo","Campo San Toma'","2868","SP2868","Campo San Toma' 2868","","45.43594481","12.32736952"
"1621002925_","Store location - 1621002925_","","SP","San Polo","Fondamenta Del Forner","2925","SP2925","Fondamenta Del Forner 2925","","45.43587477","12.32647272"
"1621000785_","Store location - 1621000785_","","SP","San Polo","Rugheta Ravano","785","SP785","Rugheta Ravano 785","","45.43829821","12.33377001"
"0707001057A","Store location - 0707001057A","","DD","Dorsoduro","Sotoportego Contarini Corfu'","1057A","DD1057A","Sotoportego Contarini Corfu' 1057A","","45.4318035","12.32725273"
"0707001183A","Store location - 0707001183A","","DD","Dorsoduro","Saca De La Toleta","1183A","DD1183A","Saca De La Toleta 1183A","","45.43176477","12.32601385"
"0707001197A","Store location - 0707001197A","","DD","Dorsoduro","Campiello Centopietre","1197A","DD1197A","Campiello Centopietre 1197A","","45.4318384","12.32610878"
"0707002769_","Store location - 0707002769_","","DD","Dorsoduro","Campo San Barnaba","2769","DD2769","Campo San Barnaba 2769","","45.43290501","12.32516048"
"0707003746_","Store location - 0707003746_","","DD","Dorsoduro","Calle San Pantalon","3746","DD3746","Calle San Pantalon 3746","","45.43572447","12.32513944"
"0707003856_","Store location - 0707003856_","","DD","Dorsoduro","Calle Larga Foscari","3856","DD3856","Calle Larga Foscari 3856","","45.43526596","12.32601635"
"1561000155_","Store location - 1561000155_","","SC","Santa Croce","Fondamenta Minotto","155","SC155","Fondamenta Minotto 155","","45.43693491","12.32170707"
"1561000166_","Store location - 1561000166_","","SC","Santa Croce","Fondamenta Dei Tolentini","166","SC166","Fondamenta Dei Tolentini 166","","45.43709842","12.32122325"
"1561002135_","Store location - 1561002135_","","SC","Santa Croce","Calle Longa","2135","SC2135","Calle Longa 2135","","45.43933971","12.32991992"
"1621000018_","Store location - 1621000018_","","SP","San Polo","Sotoportego Camerale","18","SP18","Sotoportego Camerale 18","","45.43808837","12.33542503"
"1621000034_","Store location - 1621000034_","","SP","San Polo","Ruga Dei Oresi","34","SP34","Ruga Dei Oresi 34","","45.43860792","12.33505474"
"1621000035_","Store location - 1621000035_","","SP","San Polo","Ruga Dei Oresi","35","SP35","Ruga Dei Oresi 35","","45.4386277","12.33502887"
"1621000036_","Store location - 1621000036_","","SP","San Polo","Ruga Dei Oresi","36","SP36","Ruga Dei Oresi 36","","45.43864758","12.33499979"
"1621000037_","Store location - 1621000037_","","SP","San Polo","Ruga Dei Oresi","37","SP37","Ruga Dei Oresi 37","","45.43867144","12.33496545"
"1621000038_","Store location - 1621000038_","","SP","San Polo","Ruga Dei Oresi","38","SP38","Ruga Dei Oresi 38","","45.43869065","12.33493455"
"1621000045_","Store location - 1621000045_","","SP","San Polo","Ruga Dei Oresi","45","SP45","Ruga Dei Oresi 45","","45.43885529","12.33469531"
"1621000722_","Store location - 1621000722_","","SP","San Polo","Riva Del Vin","722","SP722","Riva Del Vin 722","","45.43801113","12.33540679"
"1621001033_","Store location - 1621001033_","1621001034_;1621001034A","SP","San Polo","Rugheta Ravano","1033","SP1033","Rugheta Ravano 1033","San Polo Rugheta Ravano 1034;1034 A","45.43802201","12.3332072"
"1621001720_","Store location - 1621001720_","","SP","San Polo","Calle Dei Cristi","1720","SP1720","Calle Dei Cristi 1720","","45.43940954","12.33245099"
"1621002561_","Store location - 1621002561_","","SP","San Polo","Fondamenta Dei Frari","2561","SP2561","Fondamenta Dei Frari 2561","","45.43738996","12.32720532"
"1621002751_","Store location - 1621002751_","","SP","San Polo","Calle Dei Saoneri","2751","SP2751","Calle Dei Saoneri 2751","","45.43656699","12.32842064"
"1621001723_","Store location - 1621001723_","","SP","San Polo","Calle Dei Cristi","1723","SP1723","Calle Dei Cristi 1723","","45.43948841","12.33232507"
"0707002387_","Store location - 0707002387_","","DD","Dorsoduro","Fondamenta Briati","2387","DD2387","Fondamenta Briati 2387","","45.43324821","12.31985113"
"1561002120_","Store location - 1561002120_","","SC","Santa Croce","Campo Santa Maria Mater Domini","2120","SC2120","Campo Santa Maria Mater Domini 2120","","45.43981336","12.33032216"
"0707001614_","Store location - 0707001614_","","DD","Dorsoduro","Calle De L'Avogaria","1614","DD1614","Calle De L'Avogaria 1614","","45.43218223","12.32129636"
"0707003664_","Store location - 0707003664_","","DD","Dorsoduro","Calle De La Chiesa","3664","DD3664","Calle De La Chiesa 3664","","45.43502212","12.32390022"
"0707003961_","Store location - 0707003961_","","DD","Dorsoduro","Calle Del Scaleter","3961","DD3961","Calle Del Scaleter 3961","","45.43600873","12.325493"
"1561001809_","Store location - 1561001809_","","SC","Santa Croce","Calle Del Tintor","1809","SC1809","Calle Del Tintor 1809","","45.44072055","12.32905911"
