"primary_address_id","wiki_friendly_title","store_name","store_type","nace_code","ateco_code","ethnic_ownership","corporate_ownership","opening_time_am","closing_time_am","opening_time_pm","closing_time_pm","closed_for_lunch","day_closed","opened_in_year","last_known_open_year","year_data_collected","photo_year_1","photo_url_1","photo_year_2","photo_url_2","photo_year_3","photo_url_3","photo_year_4","photo_url_4","photo_year_5","photo_url_5","photo_year_6","photo_url_6","photo_year_7","photo_url_7","photo_year_8","photo_url_8","photo_year_9","photo_url_9","photo_year_10","photo_url_10","photo_year_11","photo_url_11","photo_year_12","photo_url_12","photo_year_13","photo_url_13","photo_year_14","photo_url_14","photo_year_15","photo_url_15"
"0319005766_","Store 0319005766_ - (2004)","","Accessories","46.42","46.42.1","","","","","","","","","1980","1980","2004","2004","https://lh5.googleusercontent.com/-fsrykr5g8gk/TsEjlPO7w6I/AAAAAAAAAmQ/-EzW_q2qL04/s512/IMG_1760.JPG","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0319003270_","Store 0319003270_ - (2004)","","Bakery","10.71","10.71.1","","","","","","","","","1960","1980","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0319001309_","Store 0319001309_ - (2004)","","Bar","56.3","56.30.0","","","","","","","","","1980","1980","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0319001336_","Store 0319001336_ - (2004)","","Bar","56.3","56.30.0","","","","","","","","","1980","1980","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0319001666_","Store 0319001666_ - (2004)","","Books","46.49","46.49.2","","","","","","","","","1980","1980","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0319005378_","Store 0319005378_ - (2004)","","Books","46.49","46.49.2","","","","","","","","","1980","1980","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0319000493_","Store 0319000493_ - (2004)","","Butcher","47.22","47.22.0","","","","","","","","","1980","1980","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0319000772_","Store 0319000772_ - (2004)","","Butcher","47.22","47.22.0","","","","","","","","","1980","1980","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0319005690_","Store 0319005690_ - (2004)","","Closed","00.00.0","00.00.0","","","","","","","","","1970","1980","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1600001494_","Store 1600001494_ - (2004)","","Closed","00.00.0","00.00.0","","","","","","","","","1970","1980","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0319006360A","Store 0319006360A - (2004)","","Clothing","47.79","47.79.3","","","","","","","","","1960","1980","2004","2004","https://lh6.googleusercontent.com/-CY3s88Bs7Dc/TsEcqJSoFxI/AAAAAAAAAP0/vsCPcREVGck/s512/IMG_1437.JPG","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0319000030_","Store 0319000030_ - (2004)","","Dairy","46.33","46.33.1","","","","","","","","","1980","1980","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0319000328_","Store 0319000328_ - (2004)","","Dairy","46.33","46.33.1","","","","","","","","","1980","1980","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0319001667_","Store 0319001667_ - (2004)","","Dairy","46.33","46.33.1","","","","","","","","","1980","1980","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0319001782_","Store 0319001782_ - (2004)","","Dairy","46.33","46.33.1","","","","","","","","","1980","1980","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0319001791_","Store 0319001791_ - (2004)","","Dairy","46.33","46.33.1","","","","","","","","","1980","1980","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0319000956_","Store 0319000956_ - (2004)","","Fish","46.38","46.38.1","","","","","","","","","1980","1980","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0319003184A","Store 0319003184A - (2004)","","Fish","46.38","46.38.1","","","","","","","","","1960","1980","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0319000159_","Store 0319000159_ - (2004)","","Grocery store","47.11","47.11.3","","","","","","","","","1980","1980","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0319001058_","Store 0319001058_ - (2004)","","Grocery store","47.11","47.11.3","","","","","","","","","1980","1980","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0319001764_","Store 0319001764_ - (2004)","","Grocery store","47.11","47.11.3","","","","","","","","","1980","1980","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
