"primary_address_id","wiki_friendly_title","store_name","store_type","nace_code","ateco_code","ethnic_ownership","corporate_ownership","opening_time_am","closing_time_am","opening_time_pm","closing_time_pm","closed_for_lunch","day_closed","opened_in_year","last_known_open_year","year_data_collected","photo_year_1","photo_url_1","photo_year_2","photo_url_2","photo_year_3","photo_url_3","photo_year_4","photo_url_4","photo_year_5","photo_url_5","photo_year_6","photo_url_6","photo_year_7","photo_url_7","photo_year_8","photo_url_8","photo_year_9","photo_url_9","photo_year_10","photo_url_10","photo_year_11","photo_url_11","photo_year_12","photo_url_12","photo_year_13","photo_url_13","photo_year_14","photo_url_14","photo_year_15","photo_url_15"
"0278001161_","Store 0278001161_ - (2004)","","Art","47.78","47.78.3","","","","","","","","","2004","2004","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0319001696_","Store 0319001696_ - (Marco Polo Tessutid'arte, 2004)","Marco Polo Tessutid'arte","Art","47.78","47.78.3","","","","","","","","","2004","2004","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0319003151_","Store 0319003151_ - (2004)","","Art","47.78","47.78.3","","","","","","","","","2004","2004","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0319003473_","Store 0319003473_ - (Galleria Sant'Antonin, 2004)","Galleria Sant'Antonin","Art","47.78","47.78.3","","","","","","","","","2004","2004","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0319004254_","Store 0319004254_ - (2004)","","Art","47.78","47.78.3","","","","","","","","","2004","2004","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0319004314_","Store 0319004314_ - (2004)","","Art","47.78","47.78.3","","","","","","","","","2004","2004","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0319004362A","Store 0319004362A - (2004)","","Art","47.78","47.78.3","","","","","","","","","2004","2004","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0319004504_","Store 0319004504_ - (2004)","","Art","47.78","47.78.3","","","","","","","","","2004","2004","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0319004683A","Store 0319004683A - (Schola S. Zaccaria, 2004)","Schola S. Zaccaria","Art","47.78","47.78.3","","","","","","","","","2004","2004","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0319004947_","Store 0319004947_ - (2004)","","Art","47.78","47.78.3","","","","","","","","","2004","2004","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0319005378_","Store 0319005378_ - (2004)","","Art","47.78","47.78.3","","","","","","","","","2004","2004","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0319005653A","Store 0319005653A - (Confartigiamento, 2004)","Confartigiamento","Art","47.78","47.78.3","","","","","","","","","2004","2004","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0319005992_","Store 0319005992_ - (2004)","","Art","47.78","47.78.3","","","","","","","","","2004","2004","2004","2011","https://lh6.googleusercontent.com/-B6CoCeOBtB0/TsEgwIOs1ZI/AAAAAAAAAbQ/dbGmNL6o2tc/s512/IMG_1661.JPG","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0319006656_","Store 0319006656_ - (Studio D'Arte Artu, 2004)","Studio D'Arte Artu","Art","47.78","47.78.3","","","","","","","","","2004","2004","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0319006825A","Store 0319006825A - (2004)","","Art","47.78","47.78.3","","","","","","","","","2004","2004","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1561001161A","Store 1561001161A - (2004)","","Art","47.78","47.78.3","","","","","","","","","2004","2004","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1561002100_","Store 1561002100_ - (2004)","","Art","47.78","47.78.3","","","","","","","","","2004","2004","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1600000739_","Store 1600000739_ - (Liber, 2004)","Liber","Art","47.78","47.78.3","","","","","","","","","2004","2004","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1600001310_","Store 1600001310_ - (Venice Design, 2004)","Venice Design","Art","47.78","47.78.3","","","","","","","","","2004","2004","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1600001652_","Store 1600001652_ - (Flora Bigai, 2004)","Flora Bigai","Art","47.78","47.78.3","","","","","","","","","2004","2004","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1600001655_","Store 1600001655_ - (Cube Gallery, 2004)","Cube Gallery","Art","47.78","47.78.3","","","","","","","","","2004","2004","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1600001862_","Store 1600001862_ - (Art for Serious People, 2004)","Art for Serious People","Art","47.78","47.78.3","","","","","","","","","2004","2004","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1600001896_","Store 1600001896_ - (2004)","","Art","47.78","47.78.3","","","","","","","","","2004","2004","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1600001947_","Store 1600001947_ - (2004)","","Art","47.78","47.78.3","","","","","","","","","2004","2004","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1600001994_","Store 1600001994_ - (2004)","","Art","47.78","47.78.3","","","","","","","","","2004","2004","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1600001994B","Store 1600001994B - (2004)","","Art","47.78","47.78.3","","","","","","","","","2004","2004","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1600002013_","Store 1600002013_ - (Miniaci, 2004)","Miniaci","Art","47.78","47.78.3","","","","","","","","","2004","2004","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1600002355_","Store 1600002355_ - (2004)","","Art","47.78","47.78.3","","","","","","","","","2004","2004","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1600002381_","Store 1600002381_ - (Herriz, 2004)","Herriz","Art","47.78","47.78.3","","","","","","","","","2004","2004","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1600002663_","Store 1600002663_ - (2004)","","Art","47.78","47.78.3","","","","","","","","","2004","2004","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1600002953_","Store 1600002953_ - (Galleria S. Stefano, 2004)","Galleria S. Stefano","Art","47.78","47.78.3","","","","","","","","","2004","2004","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1600002970_","Store 1600002970_ - (2004)","","Art","47.78","47.78.3","","","","","","","","","2004","2004","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1600003282A","Store 1600003282A - (2004)","","Art","47.78","47.78.3","","","","","","","","","2004","2004","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1600003337_","Store 1600003337_ - (Berigno Fine Arts, 2004)","Berigno Fine Arts","Art","47.78","47.78.3","","","","","","","","","2004","2004","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1600003462_","Store 1600003462_ - (2004)","","Art","47.78","47.78.3","","","","","","","","","2004","2004","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1600003535_","Store 1600003535_ - (2004)","","Art","47.78","47.78.3","","","","","","","","","2004","2004","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1600003659A","Store 1600003659A - (2004)","","Art","47.78","47.78.3","","","","","","","","","2004","2004","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1600003729_","Store 1600003729_ - (2004)","","Art","47.78","47.78.3","","","","","","","","","2004","2004","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1621000075_","Store 1621000075_ - (2004)","","Art","47.78","47.78.3","","","","","","","","","2004","2004","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1621002312_","Store 1621002312_ - (2004)","","Art","47.78","47.78.3","","","","","","","","","2004","2004","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1621002589_","Store 1621002589_ - (2004)","","Art","47.78","47.78.3","","","","","","","","","2004","2004","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1621002671_","Store 1621002671_ - (2004)","","Art","47.78","47.78.3","","","","","","","","","2004","2004","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0319000161_","Store 0319000161_ - (2004)","","Bakery","10.71","10.71.1","","","","","","","","","2004","2004","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0319000187_","Store 0319000187_ - (2004)","","Bakery","10.71","10.71.1","","","","","","","","","2004","2004","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
