"primary_address_id","wiki_friendly_title","secondary_address_id","setiere_code","sestiere_name","street_name","street_number","sestiere_address","street_and_number","accessory_addresses","latitude","longitude"
"0278005306C","Store location - 0278005306C","","CN","Cannaregio","Calle Del Fumo","5306C","CN5306C","Calle Del Fumo 5306C","","45.44150826","12.34024859"
"0278005324_","Store location - 0278005324_","","CN","Cannaregio","Campiello Del Pestrin","5324","CN5324","Campiello Del Pestrin 5324","","45.44121656","12.34009708"
"0278005343_","Store location - 0278005343_","","CN","Cannaregio","Calle Del Pestrin","5343","CN5343","Calle Del Pestrin 5343","","45.44085518","12.33985569"
"0278005419A","Store location - 0278005419A","","CN","Cannaregio","Campiello Widmann Gia' Biri","5419A","CN5419A","Campiello Widmann Gia' Biri 5419A","","45.44061006","12.33987059"
"0707000364_","Store location - 0707000364_","","DD","Dorsoduro","Campiello Barbaro","364","DD364","Campiello Barbaro 364","","45.43037391","12.33229371"
"0707000448_","Store location - 0707000448_","0707000449_","DD","Dorsoduro","Rio Tera' San Vio","448","DD448","Rio Tera' San Vio 448","Dorsoduro Rio Tera' San Vio 449","45.42952167","12.33098785"
"0707000718_","Store location - 0707000718_","","DD","Dorsoduro","Corte Centani","718","DD718","Corte Centani 718","","45.43057103","12.33100868"
"0707000727_","Store location - 0707000727_","","DD","Dorsoduro","Calle De La Chiesa","727","DD727","Calle De La Chiesa 727","","45.43048353","12.33073276"
"0707000728_","Store location - 0707000728_","","DD","Dorsoduro","Calle De La Chiesa","728","DD728","Calle De La Chiesa 728","","45.43050517","12.33062474"
"0707001131_","Store location - 0707001131_","","DD","Dorsoduro","Fondamenta De Borgo","1131","DD1131","Fondamenta De Borgo 1131","","45.43104879","12.3245421"
"0707001173_","Store location - 0707001173_","","DD","Dorsoduro","Saca De La Toleta","1173","DD1173","Saca De La Toleta 1173","","45.43199643","12.32564536"
"0707001182_","Store location - 0707001182_","","DD","Dorsoduro","Calle Seconda De La Toleta","1182","DD1182","Calle Seconda De La Toleta 1182","","45.43182741","12.32606971"
"0707002609_","Store location - 0707002609_","0707002610_","DD","Dorsoduro","Fondamenta Del Soccorso","2609","DD2609","Fondamenta Del Soccorso 2609","Dorsoduro Campo Dei Carmini 2610","45.43378837","12.32174393"
"0707002783A","Store location - 0707002783A","","DD","Dorsoduro","Calle Del Tragheto","2783A","DD2783A","Calle Del Tragheto 2783A","","45.43299451","12.32574605"
"0707002898_","Store location - 0707002898_","","DD","Dorsoduro","Calle De La Scuola","2898","DD2898","Calle De La Scuola 2898","","45.43358196","12.32253243"
"0707002904_","Store location - 0707002904_","","DD","Dorsoduro","Campo Santa Margherita","2904","DD2904","Campo Santa Margherita 2904","","45.43377926","12.32279994"
"0707002946_","Store location - 0707002946_","","DD","Dorsoduro","Campo Santa Margherita","2946","DD2946","Campo Santa Margherita 2946","","45.43437171","12.32349098"
"0707003186_","Store location - 0707003186_","","DD","Dorsoduro","Calle De Le Boteghe","3186","DD3186","Calle De Le Boteghe 3186","","45.43363764","12.32520698"
"0707003212_","Store location - 0707003212_","","DD","Dorsoduro","Calle Del Capeler","3212","DD3212","Calle Del Capeler 3212","","45.43376411","12.32551738"
"0707003746_","Store location - 0707003746_","","DD","Dorsoduro","Calle San Pantalon","3746","DD3746","Calle San Pantalon 3746","","45.43572447","12.32513944"
"0707003752A","Store location - 0707003752A","","DD","Dorsoduro","Calle San Pantalon","3752A","DD3752A","Calle San Pantalon 3752A","","45.43555486","12.32495468"
"0278000917A","Store location - 0278000917A","0278002978M","CN","Cannaregio","Calle Ferau'","917A","CN917A","Calle Ferau' 917A","Cannaregio Calle De Le Penitenti 2978 M","45.44704318","12.32047641"
"0278003505_","Store location - 0278003505_","","CN","Cannaregio","Fondamenta De La Madona De L'Orto","3505","CN3505","Fondamenta De La Madona De L'Orto 3505","","45.44632951","12.33155984"
"0278000158A","Store location - 0278000158A","","CN","Cannaregio","Rio Tera' Lista De Spagna","158A","CN158A","Rio Tera' Lista De Spagna 158A","","45.44220184","12.32344273"
"0278000241_","Store location - 0278000241_","","CN","Cannaregio","Rio Tera' Lista De Spagna","241","CN241","Rio Tera' Lista De Spagna 241","","45.44264428","12.32437427"
"0278000337_","Store location - 0278000337_","","CN","Cannaregio","Fondamenta Venier","337","CN337","Fondamenta Venier 337","","45.44362436","12.32523373"
"0278000471_","Store location - 0278000471_","","CN","Cannaregio","Calle De Le Altane","471","CN471","Calle De Le Altane 471","","45.44423038","12.32295782"
"0278000696_","Store location - 0278000696_","","CN","Cannaregio","Corte Balleran","696","CN696","Corte Balleran 696","","45.44611493","12.31922357"
"0278000916H","Store location - 0278000916H","","CN","Cannaregio","Calle De Le Penitenti","916H","CN916H","Calle De Le Penitenti 916H","","45.4471422","12.3203205"
"0278001525_","Store location - 0278001525_","","CN","Cannaregio","Rio Tera' San Leonardo","1525","CN1525","Rio Tera' San Leonardo 1525","","45.443649","12.32661389"
"0278002515_","Store location - 0278002515_","","CN","Cannaregio","Fondamenta De La Misericordia","2515","CN2515","Fondamenta De La Misericordia 2515","","45.44421492","12.3327598"
"0278002951D","Store location - 0278002951D","","CN","Cannaregio","Campiello Chiovere","2951D","CN2951D","Campiello Chiovere 2951D","","45.44651352","12.32279783"
"0278003059_","Store location - 0278003059_","","CN","Cannaregio","Calle Contarini","3059","CN3059","Calle Contarini 3059","","45.44647588","12.32551511"
"0278003808_","Store location - 0278003808_","0278003724C","CN","Cannaregio","Corte Dei Pali O Testori","3808","CN3808","Corte Dei Pali O Testori 3808","Cannaregio Calle San Felice 3724 C","45.44161125","12.33403227"
"0278003823_","Store location - 0278003823_","","CN","Cannaregio","Strada Nova","3823","CN3823","Strada Nova 3823","","45.44144958","12.33353151"
"0278003847_","Store location - 0278003847_","","CN","Cannaregio","Corte Dei Pali O Testori","3847","CN3847","Corte Dei Pali O Testori 3847","","45.44152607","12.33412264"
"0278004298_","Store location - 0278004298_","","CN","Cannaregio","Calle De L'Oca","4298","CN4298","Calle De L'Oca 4298","","45.44083347","12.33540699"
"0278004371A","Store location - 0278004371A","","CN","Cannaregio","Calle De La Madona","4371A","CN4371A","Calle De La Madona 4371A","","45.44076927","12.33610348"
"0278004888F","Store location - 0278004888F","0278004888C;0278004888D;0278004888E;0278004887A","CN","Cannaregio","Calle De Le Cadene","4888F","CN4888F","Calle De Le Cadene 4888F","Cannaregio Salizada Dei Spechieri 4888 C;Cannaregio Salizada Dei Spechieri 4888 D;Cannaregio Salizada Dei Spechieri 4888 E;Cannaregio Salizada Dei Spechieri 4887A","45.4437657","12.33879135"
"0278005602_","Store location - 0278005602_","0278005604_","CN","Cannaregio","Campiello Flaminio Corner","5602","CN5602","Campiello Flaminio Corner 5602","Cannaregio Campiello Flaminio Corner 5604","45.43971472","12.33705578"
"0278005620B","Store location - 0278005620B","","CN","Cannaregio","Calle Dolfin","5620B","CN5620B","Calle Dolfin 5620B","","45.4398273","12.33673533"
"0707000129A","Store location - 0707000129A","","DD","Dorsoduro","Rio Tera' Dei Catecumeni","129A","DD129A","Rio Tera' Dei Catecumeni 129A","","45.43020045","12.33350371"
"0707001052A","Store location - 0707001052A","","DD","Dorsoduro","Calle Gambara","1052A","DD1052A","Calle Gambara 1052A","","45.43154805","12.32791814"
"0707001634_","Store location - 0707001634_","","DD","Dorsoduro","Fondamenta San Basegio","1634","DD1634","Fondamenta San Basegio 1634","","45.43200364","12.32062536"
"0707002104_","Store location - 0707002104_","0707002104C","DD","Dorsoduro","Calle Dei Sechi","2104","DD2104","Calle Dei Sechi 2104","Dorsoduro Calle Dei Sechi 2104 C","45.43301209","12.31350393"
"0707002314A","Store location - 0707002314A","","DD","Dorsoduro","Corte Mazor","2314A","DD2314A","Corte Mazor 2314A","","45.43276215","12.3172942"
"0707002760_","Store location - 0707002760_","","DD","Dorsoduro","Campo San Barnaba","2760","DD2760","Campo San Barnaba 2760","","45.43284355","12.32487653"
"0707002854_","Store location - 0707002854_","","DD","Dorsoduro","Calle Longa De San Barnaba","2854","DD2854","Calle Longa De San Barnaba 2854","","45.43281064","12.32462227"
"0707002964_","Store location - 0707002964_","","DD","Dorsoduro","Campo Santa Margherita","2964","DD2964","Campo Santa Margherita 2964","","45.43451781","12.32356572"
"0707003256_","Store location - 0707003256_","","DD","Dorsoduro","Calle Foscari","3256","DD3256","Calle Foscari 3256","","45.43449249","12.32587035"
"0278000284_","Store location - 0278000284_","0278000282_;0278000283A","CN","Cannaregio","Campo San Geremia","284","CN284","Campo San Geremia 284","Cannaregio Campo San Geremia 282;Cannaregio Campo San Geremia 283 A","45.44315508","12.32458282"
"0278005478_","Store location - 0278005478_","","CN","Cannaregio","Calle Bandi","5478","CN5478","Calle Bandi 5478","","45.440882","12.33954302"
"0278006376_","Store location - 0278006376_","","CN","Cannaregio","Calle Larga Giacinto Gallina","6376","CN6376","Calle Larga Giacinto Gallina 6376","","45.43964492","12.34092805"
"0707002920_","Store location - 0707002920_","","DD","Dorsoduro","Campo Santa Margherita","2920","DD2920","Campo Santa Margherita 2920","","45.43394886","12.32303804"
"0278002500_","Store location - 0278002500_","","CN","Cannaregio","Fondamenta De La Misericordia","2500","CN2500","Fondamenta De La Misericordia 2500","","45.44410361","12.33295501"
"0278004545_","Store location - 0278004545_","","CN","Cannaregio","Salizada Del Pistor","4545","CN4545","Salizada Del Pistor 4545","","45.44067493","12.3364651"
"0707002250_","Store location - 0707002250_","","DD","Dorsoduro","Fondamenta De L'Arzere","2250","DD2250","Fondamenta De L'Arzere 2250","","45.43411695","12.31695086"
"0707003059_","Store location - 0707003059_","","DD","Dorsoduro","Rio Terra' Canal","3059","DD3059","Rio Terra' Canal 3059","","45.43386767","12.32418939"
"0278004323_","Store location - 0278004323_","","CN","Cannaregio","Calle De L'Oca","4323","CN4323","Calle De L'Oca 4323","","45.44075885","12.3357284"
"0278000151_","Store location - 0278000151_","","CN","Cannaregio","Rio Tera' Lista De Spagna","151","CN151","Rio Tera' Lista De Spagna 151","","45.44210166","12.32330202"
"0278000159_","Store location - 0278000159_","","CN","Cannaregio","Rio Tera' Lista De Spagna","159","CN159","Rio Tera' Lista De Spagna 159","","45.442218","12.32347334"
"0278000627_","Store location - 0278000627_","","CN","Cannaregio","Fondamenta San Giobbe","627","CN627","Fondamenta San Giobbe 627","","45.44550175","12.32050625"
"0278000951_","Store location - 0278000951_","","CN","Cannaregio","Fondamenta De Cannaregio","951","CN951","Fondamenta De Cannaregio 951","","45.44556073","12.32114621"
"0278001064_","Store location - 0278001064_","","CN","Cannaregio","Fondamenta De Cannaregio","1064","CN1064","Fondamenta De Cannaregio 1064","","45.44485069","12.323446"
"0278001066_","Store location - 0278001066_","","CN","Cannaregio","Fondamenta De Cannaregio","1066","CN1066","Fondamenta De Cannaregio 1066","","45.44481013","12.32354482"
"0278001078_","Store location - 0278001078_","","CN","Cannaregio","Fondamenta De Cannaregio","1078","CN1078","Fondamenta De Cannaregio 1078","","45.44475098","12.32369356"
"0278001081_","Store location - 0278001081_","","CN","Cannaregio","Fondamenta De Cannaregio","1081","CN1081","Fondamenta De Cannaregio 1081","","45.44469463","12.32384285"
"0278001405_","Store location - 0278001405_","","CN","Cannaregio","Calle Del Frutarol","1405","CN1405","Calle Del Frutarol 1405","","45.44408686","12.32823371"
"0278001861A","Store location - 0278001861A","","CN","Cannaregio","Calle De L'Aseo","1861A","CN1861A","Calle De L'Aseo 1861A","","45.44478134","12.32964284"
"0278001889A","Store location - 0278001889A","","CN","Cannaregio","Calle De L'Aseo","1889A","CN1889A","Calle De L'Aseo 1889A","","45.4443579","12.32937111"
"0278001981A","Store location - 0278001981A","","CN","Cannaregio","Calle De L'Anconeta","1981A","CN1981A","Calle De L'Anconeta 1981A","","45.44379277","12.32973874"
"0278002433_","Store location - 0278002433_","","CN","Cannaregio","Calle Zancani","2433","CN2433","Calle Zancani 2433","","45.44356328","12.33248932"
"0278002675A","Store location - 0278002675A","","CN","Cannaregio","Calle Del Forno","2675A","CN2675A","Calle Del Forno 2675A","","45.44535728","12.32957758"
"0278002738_","Store location - 0278002738_","","CN","Cannaregio","Fondamenta Dei Ormesini","2738","CN2738","Fondamenta Dei Ormesini 2738","","45.44551414","12.32857328"
"0278002778_","Store location - 0278002778_","","CN","Cannaregio","Fondamenta Dei Ormesini","2778","CN2778","Fondamenta Dei Ormesini 2778","","45.44557805","12.32832198"
"0278003043A","Store location - 0278003043A","","CN","Cannaregio","Calle Rizzo","3043A","CN3043A","Calle Rizzo 3043A","","45.44644075","12.32529675"
"0278003384_","Store location - 0278003384_","","CN","Cannaregio","Campo Dei Mori","3384","CN3384","Campo Dei Mori 3384","","45.44557444","12.33221823"
"0278003384B","Store location - 0278003384B","","CN","Cannaregio","Campo Dei Mori","3384B","CN3384B","Campo Dei Mori 3384B","","45.44550518","12.33218127"
"0278003505_","Store location - 0278003505_","","CN","Cannaregio","Fondamenta De La Madona De L'Orto","3505","CN3505","Fondamenta De La Madona De L'Orto 3505","","45.44632951","12.33155984"
"0278003727_","Store location - 0278003727_","","CN","Cannaregio","Calle Larga Priuli","3727","CN3727","Calle Larga Priuli 3727","","45.44187416","12.33421669"
"0278004173_","Store location - 0278004173_","","CN","Cannaregio","Ruga Dei Do Pozzi","4173","CN4173","Ruga Dei Do Pozzi 4173","","45.44173669","12.33607095"
"0278004303_","Store location - 0278004303_","","CN","Cannaregio","Calle De L'Oca","4303","CN4303","Calle De L'Oca 4303","","45.44078427","12.33551411"
"0278004553_","Store location - 0278004553_","","CN","Cannaregio","Salizada Del Pistor","4553","CN4553","Salizada Del Pistor 4553","","45.44088417","12.33656733"
"0278005310_","Store location - 0278005310_","","CN","Cannaregio","Calle Del Fumo","5310","CN5310","Calle Del Fumo 5310","","45.44147962","12.34025347"
"0278005545_","Store location - 0278005545_","","CN","Cannaregio","Salizada San Canzian","5545","CN5545","Salizada San Canzian 5545","","45.43989666","12.33832796"
"0278005836_","Store location - 0278005836_","0278005837_;0278005839_","CN","Cannaregio","Calle Del Cagnoletto","5836","CN5836","Calle Del Cagnoletto 5836","Cannaregio Calle De L'Uficio De La Seda 5837;Cannaregio Corte Prima Del Milion 5839","45.43896331","12.33731893"
"0278005940_","Store location - 0278005940_","","CN","Cannaregio","Salizada San Canzian","5940","CN5940","Salizada San Canzian 5940","","45.43975242","12.33803361"
"0278006216A","Store location - 0278006216A","0278006216B","CN","Cannaregio","Calle De La Testa","6216A","CN6216A","Calle De La Testa 6216A","Cannaregio Calle De La Testa 6216 B","45.44009939","12.34080974"
"0278006308C","Store location - 0278006308C","0278006308B","CN","Cannaregio","Corte Del Paludo","6308C","CN6308C","Corte Del Paludo 6308C","Cannaregio Calle De La Testa 6308 B","45.44097531","12.34141971"
"0278006363_","Store location - 0278006363_","0278006364_","CN","Cannaregio","Calle De La Testa","6363","CN6363","Calle De La Testa 6363","Cannaregio Calle De La Testa 6364","45.4399161","12.34077075"
"0278006376A","Store location - 0278006376A","","CN","Cannaregio","Calle Larga Giacinto Gallina","6376A","CN6376A","Calle Larga Giacinto Gallina 6376A","","45.43963449","12.3409694"
"0707000188_","Store location - 0707000188_","","DD","Dorsoduro","Calle Del Bastion","188","DD188","Calle Del Bastion 188","","45.43068436","12.33291997"
"0707000190_","Store location - 0707000190_","","DD","Dorsoduro","Calle Del Bastion","190","DD190","Calle Del Bastion 190","","45.43068465","12.3328147"
"0707000652_","Store location - 0707000652_","","DD","Dorsoduro","Fondamenta Bragadin","652","DD652","Fondamenta Bragadin 652","","45.43030103","12.32974416"
"0707000867_","Store location - 0707000867_","","DD","Dorsoduro","Piscina Del Forner","867","DD867","Piscina Del Forner 867","","45.43068657","12.32955355"
"0707001160_","Store location - 0707001160_","","DD","Dorsoduro","Fondamenta De Borgo","1160","DD1160","Fondamenta De Borgo 1160","","45.43177612","12.32477354"
"0707001213_","Store location - 0707001213_","","DD","Dorsoduro","Saca De La Toleta","1213","DD1213","Saca De La Toleta 1213","","45.43189342","12.32578332"
"0707001518A","Store location - 0707001518A","","DD","Dorsoduro","Calle Del Vento","1518A","DD1518A","Calle Del Vento 1518A","","45.4309437","12.32097025"
"0707001720_","Store location - 0707001720_","","DD","Dorsoduro","Campo De L'Anzolo Rafael","1720","DD1720","Campo De L'Anzolo Rafael 1720","","45.43213643","12.31927967"
"0707001722_","Store location - 0707001722_","","DD","Dorsoduro","Campo De L'Anzolo Rafael","1722","DD1722","Campo De L'Anzolo Rafael 1722","","45.43211585","12.31914876"
"0707001754_","Store location - 0707001754_","0707001756_;0707001757A","DD","Dorsoduro","Fondamenta De La Pescaria","1754","DD1754","Fondamenta De La Pescaria 1754","Dorsoduro Fondamenta De La Pescaria 1756;Dorsoduro Fondamenta De La Pescaria 1756 A;Dorsoduro Fondamenta De La Pescaria 1757 A","45.43250489","12.31827851"
"0707002278_","Store location - 0707002278_","0707002277_","DD","Dorsoduro","Fondamenta De L'Arzere","2278","DD2278","Fondamenta De L'Arzere 2278","Dorsoduro Fondamenta De L'Arzere 2277","45.43344942","12.31715087"
"0707002334_","Store location - 0707002334_","","DD","Dorsoduro","Corte Mazor","2334","DD2334","Corte Mazor 2334","","45.43285566","12.31740321"
"0707002335_","Store location - 0707002335_","","DD","Dorsoduro","Corte Mazor","2335","DD2335","Corte Mazor 2335","","45.43282075","12.31740381"
"0707002344_","Store location - 0707002344_","0707002344A","DD","Dorsoduro","Fondamenta Barbarigo","2344","DD2344","Fondamenta Barbarigo 2344","Dorsoduro Fondamenta Barbarigo 2344 A","45.43259659","12.31759239"
"0707002353_","Store location - 0707002353_","","DD","Dorsoduro","Fondamenta Barbarigo","2353","DD2353","Fondamenta Barbarigo 2353","","45.43259419","12.31790967"
"0707002383_","Store location - 0707002383_","","DD","Dorsoduro","Fondamenta Briati","2383","DD2383","Fondamenta Briati 2383","","45.43311569","12.31964059"
"0707002687_","Store location - 0707002687_","","DD","Dorsoduro","Calle Longa De San Barnaba","2687","DD2687","Calle Longa De San Barnaba 2687","","45.43249726","12.3230688"
"0707002751_","Store location - 0707002751_","","DD","Dorsoduro","Calle Longa De San Barnaba","2751","DD2751","Calle Longa De San Barnaba 2751","","45.43275872","12.32449205"
"0707002835A","Store location - 0707002835A","","DD","Dorsoduro","Fondamenta Girardini","2835A","DD2835A","Fondamenta Girardini 2835A","","45.43308347","12.32433458"
"0707002839_","Store location - 0707002839_","","DD","Dorsoduro","Fondamenta Girardini","2839","DD2839","Fondamenta Girardini 2839","","45.43310999","12.32456178"
"0707002861_","Store location - 0707002861_","","DD","Dorsoduro","Calle Longa De San Barnaba","2861","DD2861","Calle Longa De San Barnaba 2861","","45.43274144","12.32428486"
"0707002869A","Store location - 0707002869A","","DD","Dorsoduro","Calle Longa De San Barnaba","2869A","DD2869A","Calle Longa De San Barnaba 2869A","","45.43263085","12.32371131"
"0707002881_","Store location - 0707002881_","","DD","Dorsoduro","Calle Longa De San Barnaba","2881","DD2881","Calle Longa De San Barnaba 2881","","45.43249831","12.3228909"
"0707002916_","Store location - 0707002916_","","DD","Dorsoduro","Campo Santa Margherita","2916","DD2916","Campo Santa Margherita 2916","","45.43384239","12.32290565"
"0707002917_","Store location - 0707002917_","","DD","Dorsoduro","Campo Santa Margherita","2917","DD2917","Campo Santa Margherita 2917","","45.4338621","12.32293835"
"0707002929_","Store location - 0707002929_","","DD","Dorsoduro","Campo Santa Margherita","2929","DD2929","Campo Santa Margherita 2929","","45.4340695","12.3232128"
"0707002930_","Store location - 0707002930_","","DD","Dorsoduro","Campo Santa Margherita","2930","DD2930","Campo Santa Margherita 2930","","45.43410112","12.3232487"
"0707003102_","Store location - 0707003102_","","DD","Dorsoduro","Fondamenta Del Squero","3102","DD3102","Fondamenta Del Squero 3102","","45.43317374","12.32382791"
"0707003220_","Store location - 0707003220_","","DD","Dorsoduro","Calle Del Capeler","3220","DD3220","Calle Del Capeler 3220","","45.43398493","12.32554105"
"0707003224_","Store location - 0707003224_","","DD","Dorsoduro","Calle Del Capeler","3224","DD3224","Calle Del Capeler 3224","","45.43413213","12.32562577"
"0707003274A","Store location - 0707003274A","","DD","Dorsoduro","Calle De La Madona","3274A","DD3274A","Calle De La Madona 3274A","","45.43395031","12.32545002"
"0707003280_","Store location - 0707003280_","","DD","Dorsoduro","Calle Del Capeler","3280","DD3280","Calle Del Capeler 3280","","45.43381615","12.32547623"
"0707003282_","Store location - 0707003282_","","DD","Dorsoduro","Calle Del Fabbro","3282","DD3282","Calle Del Fabbro 3282","","45.43374813","12.32545388"
"0707003488S","Store location - 0707003488S","0707003488T","DD","Dorsoduro","Calle Contarina","3488S","DD3488S","Calle Contarina 3488S","Dorsoduro Calle Contarina 3488 T","45.43497309","12.32086963"
"0707003747_","Store location - 0707003747_","","DD","Dorsoduro","Calle San Pantalon","3747","DD3747","Calle San Pantalon 3747","","45.43575074","12.32515459"
"0278000505_","Store location - 0278000505_","","CN","Cannaregio","Fondamenta San Giobbe","505","CN505","Fondamenta San Giobbe 505","","45.44475719","12.32267454"
"0278001294_","Store location - 0278001294_","","CN","Cannaregio","Fondamenta De Cannaregio","1294","CN1294","Fondamenta De Cannaregio 1294","","45.44385208","12.32553656"
"0278002215_","Store location - 0278002215_","","CN","Cannaregio","Strada Nova","2215","CN2215","Strada Nova 2215","","45.44308126","12.3318233"
"0278002340_","Store location - 0278002340_","","CN","Cannaregio","Rio Tera' De La Maddalena","2340","CN2340","Rio Tera' De La Maddalena 2340","","45.44339914","12.33119241"
"0278002464_","Store location - 0278002464_","","CN","Cannaregio","Fondamenta Trapolin","2464","CN2464","Fondamenta Trapolin 2464","","45.44310842","12.33367728"
"0278002497_","Store location - 0278002497_","","CN","Cannaregio","Fondamenta De La Misericordia","2497","CN2497","Fondamenta De La Misericordia 2497","","45.44402362","12.33310018"
"0278002588_","Store location - 0278002588_","","CN","Cannaregio","Fondamenta De La Misericordia","2588","CN2588","Fondamenta De La Misericordia 2588","","45.44482189","12.33125166"
"0278002844_","Store location - 0278002844_","","CN","Cannaregio","Fondamenta Dei Ormesini","2844","CN2844","Fondamenta Dei Ormesini 2844","","45.44597595","12.32678162"
"0278003924_","Store location - 0278003924_","","CN","Cannaregio","Strada Nova","3924","CN3924","Strada Nova 3924","","45.44126829","12.33421192"
"0278003925_","Store location - 0278003925_","","CN","Cannaregio","Strada Nova","3925","CN3925","Strada Nova 3925","","45.44128514","12.33417248"
"0278004385_","Store location - 0278004385_","","CN","Cannaregio","Strada Nova","4385","CN4385","Strada Nova 4385","","45.44058497","12.33567807"
"0278004451_","Store location - 0278004451_","","CN","Cannaregio","Campo Santi Apostoli","4451","CN4451","Campo Santi Apostoli 4451","","45.44013327","12.33644726"
"0278004556B","Store location - 0278004556B","","CN","Cannaregio","Salizada Del Pistor","4556B","CN4556B","Salizada Del Pistor 4556B","","45.44097777","12.33655396"
"0278004788_","Store location - 0278004788_","","CN","Cannaregio","Salizada Del Spezier","4788","CN4788","Salizada Del Spezier 4788","","45.44177533","12.3377526"
"0278005917A","Store location - 0278005917A","","CN","Cannaregio","Salizada San Canzian","5917A","CN5917A","Salizada San Canzian 5917A","","45.43966599","12.33759796"
"0278006066B","Store location - 0278006066B","","CN","Cannaregio","Fondamenta Del Piovan","6066B","CN6066B","Fondamenta Del Piovan 6066B","","45.43984099","12.33941826"
"0707000868_","Store location - 0707000868_","","DD","Dorsoduro","Piscina Del Forner","868","DD868","Piscina Del Forner 868","","45.43070171","12.32947146"
"0707000879C","Store location - 0707000879C","","DD","Dorsoduro","Calle Nova Sant'Agnese","879C","DD879C","Calle Nova Sant'Agnese 879C","","45.43085303","12.32885741"
"0707001057A","Store location - 0707001057A","","DD","Dorsoduro","Sotoportego Contarini Corfu'","1057A","DD1057A","Sotoportego Contarini Corfu' 1057A","","45.4318035","12.32725273"
"0707001189A","Store location - 0707001189A","","DD","Dorsoduro","Saca De La Toleta","1189A","DD1189A","Saca De La Toleta 1189A","","45.43170105","12.32654022"
"0707002338_","Store location - 0707002338_","","DD","Dorsoduro","Corte Mazor","2338","DD2338","Corte Mazor 2338","","45.43273063","12.31740407"
"0707003110_","Store location - 0707003110_","","DD","Dorsoduro","Rio Terra' Canal","3110","DD3110","Rio Terra' Canal 3110","","45.43347132","12.3242814"
"0707003214A","Store location - 0707003214A","","DD","Dorsoduro","Calle Del Capeler","3214A","DD3214A","Calle Del Capeler 3214A","","45.43387716","12.3255219"
"0707003284_","Store location - 0707003284_","","DD","Dorsoduro","Calle Del Fabbro","3284","DD3284","Calle Del Fabbro 3284","","45.43373806","12.32530044"
"0707003701_","Store location - 0707003701_","","DD","Dorsoduro","Campo San Pantalon","3701","DD3701","Campo San Pantalon 3701","","45.43554902","12.32443482"
"0707003769A","Store location - 0707003769A","","DD","Dorsoduro","Calle Dei Preti O Del Pistor","3769A","DD3769A","Calle Dei Preti O Del Pistor 3769A","","45.43609222","12.32466243"
"0707003774_","Store location - 0707003774_","","DD","Dorsoduro","Calle Dei Preti O Del Pistor","3774","DD3774","Calle Dei Preti O Del Pistor 3774","","45.43610683","12.32472874"
"0707003964_","Store location - 0707003964_","","DD","Dorsoduro","Calle Del Scaleter","3964","DD3964","Calle Del Scaleter 3964","","45.43611693","12.32551736"
