"!!ID","!!IDName","!ImageUrl","Dati Generali_Data fine","Dati Generali_Data inizio","Dati Generali_Descrizione","Dati Generali_Durata","Dati Generali_Famiglia","Dati Generali_Stato","Dati Generali_Zona","Intervento_Importo lavori effettivo","Intervento_Importo lavori effettivo (dl)","Intervento_Importo lavori previsto","Intervento_Tipologia intervento","Segnalazione_Tipologia elemento","Sopralluogo_Tipologia anomalia","Sopralluogo_Tipologia elemento"
"33700","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/21840/360/220/","2012-09-24","2012-09-18","Sant'Elena, Calle Carnaro 21","5 giorni","Venezia Nord 2012","risolto","Castello",,,,"pavimentazione","pavimentazione","cedimento","pavimentazione stradale"
"16623","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/18494/360/220/","2010-07-21","2010-07-09","San Marco-ponte del Pestrin vicino al civ.3482","12 giorni","Venezia Nord","risolto","San Marco",,"",,"ponti","ponti (e pontili)","lesione","pavimentazione ponte"
"33738","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/19269/360/220/","2012-10-08","2012-09-26","Cannaregio 5594, sottoportico del Magazen","12 giorni","Venezia Nord 2012","risolto","Cannaregio",,,,,"muri di sponda","lesione","parapetto stradale"
"33739","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/19272/360/220/",,"2012-09-26","Castello ponte d'accesso a curva nord Stadio Penzo e diporto Velico",,"Venezia Nord 2012","in corso","Castello",,,,,"ponti (e pontili)","instabilita elemento","parapetto ponte"
"33737","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/19268/360/220/",,"2012-09-26","Tronchetto Ponte Peppino Impastato",,"Venezia Sud 2012","risolto","Santa Croce",,,,,"pavimentazione",,
"33734","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/19204/360/220/","2012-10-10","2012-09-25","Santa Croce bivio da Tronchetto a ponte della Liberta","15 giorni","Venezia Sud 2012","risolto","Santa Croce",,,,"pavimentazione","pavimentazione","instabilita elemento","pavimentazione stradale"
"33735","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/19208/360/220/","2012-10-08","2012-09-26","S.Elena","12 giorni","Venezia Nord 2012","risolto","Castello",,,,"elementi di arredo","arredo, segnaletica","altro","elementi di arredo, segnaletica"
"33732","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/19196/360/220/","2012-09-28","2012-09-25","Cannaregio 1372 Rio Tera San Leonardo","2 giorni","Venezia Nord 2012","risolto","Cannaregio",,,,"fognatura - reti fognarie","fognatura","malfunzionamento","caditoia"
"33733","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/19200/360/220/","2012-09-28","2012-09-25","Castello 4969 fondamenta dell'Osmarin","2 giorni","Venezia Nord 2012","risolto","Castello",,,,"muri di sponda","muri di sponda","lesione","muro di sponda"
"33730","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/19134/360/220/","2012-10-10","2012-09-25","DORSODURO VICINO 2997 CAMPO SANTA MARGHERITA VERA DA POZZO","15 giorni","Venezia Sud 2012","risolto","Dorsoduro",,,,"elementi di arredo","altro","altro","altro"
"26823","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/28597/360/220/","2011-01-04","2011-01-04","CANNAREGIO FONDAMENTA SAN FELICE CIVICO 3605",,"Venezia Nord","risolto","Cannaregio",,"",,"pavimentazione",,"cedimento","pavimentazione stradale"
"33731","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/19193/360/220/","2012-10-01","2012-09-25","SAN MARCO 4488/A FRONTE INGRESSO HOTEL BONVECCHIATI","6 giorni","Venezia Nord 2012","risolto","San Marco",,,,,"pavimentazione","altro","pavimentazione stradale"
"28283","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/28750/360/220/","2011-01-20","2011-01-18","Castello, Calle del Mondo Novo, 5790","2 giorni","Venezia Nord 2011","risolto","Castello",,"",,"pavimentazione","pavimentazione","cedimento","pavimentazione stradale"
"4983","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/8187/360/220/","2009-10-19","2009-10-13","Murano Calle de le Conterie 12","6 giorni","Venezia Nord","risolto","Murano","","",,"fognatura - reti fognarie","fognatura","malfunzionamento","caditoia"
"27563","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/28056/360/220/","2011-01-18","2011-01-13","Cannaregio Salizzada del Pistor civ 4556/c","4 giorni","Venezia Nord 2011","risolto","Cannaregio",,"",,"pavimentazione",,"cedimento","pavimentazione stradale"
"33728","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/19127/360/220/","2012-10-01","2012-09-25","San Marco, 4247/D Campo Manin","6 giorni","Venezia Nord 2012","risolto","San Marco",,,,,"pavimentazione","altro","pavimentazione stradale"
"33729","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/19130/360/220/","2012-11-09","2012-09-25","Santa Croce, bivio Tronchetto verso Piazzale Roma","44 giorni","Venezia Sud 2012","risolto","Santa Croce",,,,"segnaletica e anagrafica","arredo, segnaletica","malfunzionamento","elementi di arredo, segnaletica"
"13963","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/14960/360/220/","2010-05-17","2010-05-10","Santa Croce - Fondamenta Santa Chiara","7 giorni","Venezia Sud","risolto","Santa Croce",,,,"pavimentazione","fognatura","malfunzionamento","caditoia"
"33724","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/19059/360/220/","2012-10-01","2012-09-24","SAN MARCO - CAMPO SAN VIDAL LATO RIVA ATTRACCO DEI GONDOLIERI","7 giorni","Venezia Nord 2012","risolto","San Marco",,,,,"pavimentazione","intervento migliorativo","pavimentazione stradale"
"33726","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/19121/360/220/","2012-10-19","2012-09-24","San Polo sotoportico dei cavalli","24 giorni","Venezia Sud 2012","risolto","San Polo",,,,"pavimentazione",,"instabilita elemento","pavimentazione stradale"
"33720","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/18987/360/220/","2012-10-01","2012-09-20","SAN MARCO 3637 - RIO TERA' DEGLI ASSASSINI","11 giorni","Venezia Nord 2012","risolto","San Marco",,,,,"fognatura","altro","altro"
"8083","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/11051/360/220/","2010-03-10","2010-02-19","San Marco Calle Larga San Marco, civ 367/A","19 giorni","Venezia Nord","risolto","San Marco","","",,"fognatura - reti fognarie","fognatura","malfunzionamento","caditoia"
"33721","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/18990/360/220/","2012-09-24","2012-09-20","San Marco, 5530 - Calle dell'Orso","3 giorni","Venezia Nord 2012","risolto","San Marco",,,,"pavimentazione","pavimentazione","cedimento","pavimentazione stradale"
"33722","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/18994/360/220/","2012-10-08","2012-09-20","Dorsoduro, 1051 - C.po della Carita.","18 giorni","Venezia Sud 2012","risolto","Dorsoduro",,,,"fognatura - reti fognarie","pavimentazione","cedimento","pavimentazione stradale"
"1202","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/710/360/220/","2008-10-09","2008-10-09","Campo Santa Margarita",,"Venezia Sud","risolto","Dorsoduro",,,,,"altro","altro","pavimentazione"
"8703","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/12304/360/220/","2010-03-03","2010-02-26","Castello fronte civico 2869/A","5 giorni","Venezia Nord","risolto","Castello","","",,"pavimentazione","pavimentazione","cedimento","pavimentazione stradale"
"8704","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/12364/360/220/","2010-03-01","2010-02-26","S.Croce - Fondamenta Santa Chiara fronte civico 499/D","3 giorni","Venezia Sud","risolto","Dorsoduro",,,,"pavimentazione","pavimentazione","instabilita elemento","pavimentazione stradale"
"2749","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/3304/360/220/","2009-01-27","2009-01-27","SAN MARCO CIVICO 1060 P.I.T.",,"Venezia Nord","risolto","San Marco",,,,"pavimentazione",,"lesione","pavimentazione stradale"
"16683","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/17475/360/220/","2010-07-15","2010-07-13","Castello 3377-3309 Campiello de la Fraterna e Ramo del Magazen","2 giorni","Venezia Nord","risolto","Castello",,"",,"pavimentazione","pavimentazione","intervento migliorativo","pavimentazione stradale"
"2748","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/3301/360/220/","2008-10-29","2008-10-20","Cannaregio Campiello dietro Ca Memo","9 giorni","Venezia Nord","risolto","Cannaregio",,,,"fognatura - reti fognarie",,"intervento migliorativo","pavimentazione stradale"
"2747","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/3298/360/220/","2008-11-13","2008-10-14","San Marco sotoportico del Banchetto civ 502","30 giorni","Venezia Nord","risolto","San Marco",,,,"altri interventi",,"malfunzionamento","rete nera, mista o pluviale"
"3005","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/4373/360/220/","2009-03-09","2009-03-06","S.Polo, 2223 - Calle del Cristo","3 giorni","Venezia Sud","risolto","San Polo",,,,"fognatura - reti fognarie","pavimentazione","malfunzionamento","caditoia"
"2742","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/3226/360/220/","2009-01-29","2009-01-28","Calle de la Madona 1292 (San Polo)","1 giorno","Venezia Sud","risolto","San Polo",,,,"pavimentazione",,"cedimento","pavimentazione stradale"
"3874","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/7458/360/220/","2009-09-02","2009-07-24","S.Marco - Ponte della Guerra","40 giorni","Venezia Nord","risolto","San Marco",,,,"muri di sponda","ponti (e pontili)","instabilita elemento","parapetto ponte"
"3006","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/4377/360/220/","2009-03-09","2009-03-06","Dorsoduro Ponte dei Ragusei vicino civ. 2514/B","3 giorni","Venezia Sud","risolto","Dorsoduro",,,,"ponti","ponti (e pontili)","lesione","pavimentazione ponte"
"2741","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/3189/360/220/","2009-01-27","2009-01-28","Sottoportego del Todeschini 1222 (San Polo)","31 giorni","Venezia Sud","risolto","San Polo",,,,"pavimentazione",,"cedimento","pavimentazione stradale"
"3003","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/4320/360/220/","2009-03-09","2009-03-05","Castello campo Santa Giustina detto di Barbaria","4 giorni","Venezia Nord","risolto","Castello",,,,"fognatura - reti fognarie",,"malfunzionamento","rete nera, mista o pluviale"
"2740","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/3186/360/220/","2009-01-29","2009-01-28","Rughetta del Ravano 974 - 973 - 784 - 788 - 777 - 779 - 602 (San Polo)","1 giorno","Venezia Sud","risolto","San Polo",,,,"pavimentazione",,"intervento migliorativo","pavimentazione stradale"
"3004","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/4323/360/220/","2009-03-06","2009-03-06","San Marco fronte civ 5400A",,"Venezia Nord","risolto","San Marco",,,,"fognatura - reti fognarie",,"malfunzionamento","rete nera, mista o pluviale"
"3878","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/7524/360/220/","2009-07-21","2009-07-21","CANNAREGIO PONTE DELLE CAPUCCINE",,"Venezia Nord","risolto","Cannaregio",,,,"ponti",,"instabilita elemento","struttura ponte"
"3009","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/4389/360/220/","2009-03-09","2009-03-06","Dorsoduro - F.ta Lizza Fusina","3 giorni","Venezia Sud","risolto","Dorsoduro",,,,"pavimentazione","pavimentazione","altro","pavimentazione stradale"
"3879","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/7527/360/220/","2009-07-27","2009-07-17","Cannaregio - Ponte del Gheto Novo","10 giorni","Venezia Nord","risolto","Cannaregio",,,,"ponti","ponti (e pontili)","instabilita elemento","pavimentazione ponte"
"2745","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/3236/360/220/","2008-10-09","2008-10-09","San Marco calle dei Specchieri civ 544",,"Venezia Nord","risolto","San Marco",,,,"pavimentazione",,"cedimento","pavimentazione stradale"
"3876","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/7465/360/220/","2009-07-24","2009-07-24","Calle Bajamonte Tiepolo (San Polo)",,"Venezia Sud","risolto","San Polo",,,,"pavimentazione",,"cedimento","pavimentazione stradale"
"3007","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/4381/360/220/","2009-03-26","2009-03-06","Castello 5123 Calle Larga San Lorenzo","20 giorni","Venezia Nord","risolto","Castello",,,,"pavimentazione","pavimentazione","intervento migliorativo","pavimentazione stradale"
"2743","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/3229/360/220/","2009-01-28","2009-01-28","Dorsoduro Ponte Foscari",,"Venezia Sud","risolto","Dorsoduro",,,,"ponti","ponti (e pontili)",,"parapetto ponte"
"3877","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/7521/360/220/","2009-07-22","2009-07-24","Fondamenta de la Cazziola (Santa Croce)","5 giorni","Venezia Sud","risolto","Santa Croce",,,,"pavimentazione",,"cedimento","pavimentazione stradale"
"3008","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/4385/360/220/","2009-03-06","2009-03-06","San Marco calle del Fontego dei Tedeschi e Pescheria san Bartolomeo",,"Venezia Nord","risolto","San Marco",,,,"altri interventi","muri di sponda","malfunzionamento","impianto di sollevamento o depurazione"
"31558","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/19851/360/220/","2011-04-12","2011-04-12","Cannaregio ruga due pozzi fronte civ 4168",,"Venezia Nord 2011","risolto","Cannaregio",,,,"pavimentazione",,"cedimento","pavimentazione stradale"
"31559","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/19854/360/220/","2011-04-20","2011-04-12","San Marco - Giardini Reali","8 giorni","Venezia Nord 2011","risolto","San Marco",,,,"pavimentazione","pavimentazione","lesione","pavimentazione stradale"
"31557","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/19848/360/220/","2011-10-03","2011-04-09","San Marco, 5331 Ponte di Rialto","177 giorni","Venezia Sud","risolto","San Marco",,,,,"ponti (e pontili)","cedimento","pavimentazione ponte"
"32621","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/15405/360/220/","2012-01-09","2012-01-09","Tronchetto",,"Venezia Sud","risolto","Santa Croce",,,,"altri interventi","altro","altro","altro"
"3013","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/4460/360/220/","2009-03-09","2009-03-06","Dorsoduro 2885 calle Sporca delle Pazienze","3 giorni","Venezia Sud","risolto","Dorsoduro",,,,"fognatura - reti fognarie","fognatura","malfunzionamento","caditoia"
"3882","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/7593/360/220/","2009-07-29","2009-07-27","Castello 5402 Calle Tasca","2 giorni","Venezia Nord","risolto","Castello",,,,"pavimentazione","pavimentazione","intervento migliorativo","pavimentazione stradale"
"3012","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/4456/360/220/","2009-03-09","2009-03-06","Santa Croce 2116 calle della Chiesa","3 giorni","Venezia Sud","risolto","Santa Croce",,,,"pavimentazione","pavimentazione","cedimento","pavimentazione stradale"
"23444","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/27518/360/220/","2010-11-11","2010-11-05","Cannaregio-ponte della Panada nei pressi del civ. 6171","6 giorni","Venezia Nord","risolto","Cannaregio",,"",,"pavimentazione","pavimentazione","instabilita elemento","pavimentazione stradale"
"32622","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/15409/360/220/","2012-01-09","2012-01-09","Castello, 6119 - Borgoloco Pompeo Molmenti",,"Venezia Nord estensione novembre-dicembre 2011","risolto","Castello",,,,"segnaletica e anagrafica","altro","altro","impianto di sollevamento o depurazione"
"3881","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/7534/360/220/","2009-10-28","2009-07-27","San Marco ponte delle colonne","92 giorni","Venezia Nord","risolto","San Marco","","",,"ponti",,"cedimento","struttura ponte"
"3011","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/4452/360/220/","2009-03-09","2009-03-06","Santa Croce 217-224 Fondamenta dei Tolentini","3 giorni","Venezia Sud","risolto","Santa Croce",,,,"pavimentazione","pavimentazione","cedimento","pavimentazione stradale"
"3880","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/7531/360/220/","2009-07-28","2009-07-27","Castello campo san Francesco (fontana)",,"Venezia Nord","risolto","Castello",,,,"elementi di arredo",,"malfunzionamento","elementi di arredo, segnaletica"
"3010","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/4449/360/220/","2009-03-09","2009-03-06","Cannaregio Campo Santi Apostoli fronte civ 4463","2 giorni","Venezia Nord","risolto","Cannaregio",,,,"pavimentazione",,"malfunzionamento","rete nera, mista o pluviale"
"9148","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/12508/360/220/","2010-03-30","2010-03-04","Cannaregio civ 3028","26 giorni","Venezia Nord","risolto","Cannaregio","","",,"pavimentazione","pavimentazione","cedimento","pavimentazione stradale"
"32625","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/25227/360/220/","2012-01-19","2012-01-08","S.Polo, 2338 - Campiello del Pistor","11 giorni","Venezia Sud","risolto","San Polo",,,,"muri di sponda","muri di sponda","cedimento","muro di sponda"
